descripcion_cobeca,codigo,codigo_barras,costo_usd,motivo
LESTECOL TAB REC 20MG X30 BIOTECH,91318,7591243830057,8.77,score_bajo
LESTECOL TAB REC 40MG X30 BIOTECH,91315,7591243830088,12.99,score_bajo
LETISAN COM/REC 1000MG X 30,50408,7591585114976,12.42,score_bajo
LETISAN GTS PED 20ML LETI,2121,7591585114884,13.16,score_bajo
LETISAN SOL ORAL 100MG/ML 120ML LEIT,1461,7591585214881,10.84,score_bajo
LETISAN TAB MAST 500MG FRUTAS X10 LETI,13533,7591585514875,4.74,score_bajo
LETISAN TAB/MAST 500MG UVA X 10,50523,7591585514851,10.59,score_bajo
LEVADURA D/CERVEZA CAP 500MGX60 ARC IRIS,20278,7592946169918,13.64,sin_candidato
LEVETIRACETAM JBE 100MG/ML 300ML DORO,25143,5383658,30.19,score_bajo
LEVOFERIN JBE 30MG/5ML 90ML VIN,16515,7592782000741,9.75,score_bajo
"LEVONORGESTREL TAB REC 1,5MG X1 BRIUT",54273,645748578116,3.12,score_bajo
LEVORAT TAB REC 5MG X10 L.O,99352,7591196004758,7.32,score_bajo
LEVOTEC SOL IV 5MG/ML 500MG 100ML BHR,8827,7592637008113,5.82,score_bajo
LEVOTEC SOL IV 750MG 150ML BHR,13385,7592637007901,11.58,score_bajo
LEXYN SOL ORAL 5/30MG/5ML CER 100ML LETI,52334,7591585217479,11.13,score_bajo
"LIBERDUX JBE 2,5MG/5ML 60ML MEY",24254,7592601000129,5.87,score_bajo
"LIBERDUX SOL ORAL 2,5MG/5ML 60ML MEY",26007,7592601000136,5.78,score_bajo
LIBERDUX TAB 5MG X 10 MEYER,28647,7592601000259,3.06,score_bajo
LIDOCAINA GEL TOP 2% 35G TIAR,53373,198715320800,6.78,score_bajo
LIDOCAINA SOL INY 2% 30ML X1 ALESS,20398,75971281,5.23,score_bajo
LIDOMED CREM 5% 30G PHAR,51079,7598750000331,10.09,sin_candidato
LIMIAR CAP BLD 150MG X30 EURO,51278,7891317020828,16.27,score_bajo
LIMP AER PRIDE NAR 360ML,15401,7591005005112,6.16,sin_candidato
LIMP AER PRIDE NAT 360ML,15621,7591005004023,6.16,sin_candidato
LIMPIADOR TAPA AMARILLA PVO X 450G,29690,7592632872023,2.63,sin_candidato
LINAZA CAP 500MG X30 HERB,24101,7592710004018,8.18,sin_candidato
LINAZA CAP 500MG X60 HERB,99667,7592710000713,8.44,sin_candidato
LINEZOLID/LINEPRA AMP 600MG/300ML X1 ADN,27456,8906112610545,13.86,score_bajo
LIPO2 FAT BURNER CAP X60 PHARMAC,54480,810174140071,22.08,sin_candidato
LISINORVA TAB 10MG X30 UNIPH,53768,7598852001823,8.55,sin_candidato
"LIT ENEMA 10,8/4,5G PED 67,5ML VARG",26547,7592349001150,11.23,score_bajo
LITONATE CREM 1% 15G BIOT,52490,7591243830705,10,sin_candidato
LITONATE PVO 2% 10G BIOT,9943,75902261,23.95,sin_candidato
LITONATE TAB 30 MG X30,10317,7591243830682,15.48,sin_candidato
LOC A/CASPA BIPROX BIOS PHAR 400ML,14120,7595481000074,28.51,sin_candidato
LOC ACELERA BRONC AUSTRALIAN GOLD 237ML,53326,54402250563,17.36,sin_candidato
LOC ANALGESICA SPRAY 60ML RECETT,26377,7594001452119,2.74,sin_candidato
LOC CAPIL MANDY SUAV TRI/LIN 2 200ML,24179,7592512004735,6.35,sin_candidato
LOC CAPIL MANDY TRIGO LINAZ PASO 1 200ML,24178,7592512004728,6.93,sin_candidato
LOC CORP AMALFI BODY MILK Q10 500ML,20307,8414227060549,4.19,sin_candidato
LOC CORP BEDUCEN PROB5 HIDRAT 400ML,52035,7441003123038,23.79,sin_candidato
LOC CORP BEDUCIS NEUTRA 200ML,53529,0721688103493,4.55,score_bajo
LOC CORP BRUCEN ADULTCARE 250ML,15503,7592090000334,13,sin_candidato
LOC CORP BRUCEN ADULTCARE 400ML,15107,7592090000167,18.36,sin_candidato
LOC CORP BRUCEN HYDRO BODY 250ML,27373,7592090000419,13.28,sin_candidato
LOC CORP BRUCEN HYDRO BODY 400ML,27372,7592090000433,15.03,sin_candidato
LOC CORP BRUCETIN BODY LOTION 200ML,27370,7592090001546,11.6,sin_candidato
LOC CORP COHER PIEL SENSI EXHUMECT 240ML,27576,7592512003882,8.09,sin_candidato
LOC CORP COHER REPARAC/INT 240ML,27575,7592512003875,8.34,sin_candidato
LOC CORP ROLL ON ARTRI FRESH 90G,98462,7593319000159,3,sin_candidato
LOC CORP ROSA DEL SUR AC/ROSA MO X 200ML,15734,7591404002064,7.7,score_bajo
LOC CORP ST IVES AVENA/KARIT 621ML,28216,0077043608050,16.21,sin_candidato
LOC CORP VASELINE ADVANCE STRENGTH 200ML,52686,8999999045579,4.54,sin_candidato
LOC CORP VASELINE ADVANCE STRENGTH 400ML,52688,8999999045586,9.02,sin_candidato
LOC CORP VASELINE ALOE SOOTHE 200ML,52687,8999999003098,4.54,sin_candidato
LOC COSMOLIVE MANOS/CUERPO BERRIES 100ML,52536,8682232508817,3.02,sin_candidato
LOC COSMOLIVE MANOS/CUERPO CITRUS 100ML,52537,8682232510865,6.85,sin_candidato
LOC COSMOLIVE MANOS/CUERPO COCO 100ML,52538,8682232508800,6.85,sin_candidato
LOC COSMOLIVE MANOS/CUERPO MANGOES 100ML,52539,8682232508824,6.85,sin_candidato
LOC DIADEX PHIS C/VALVULA 1L,26205,7592348112130,20.9,sin_candidato
LOC DIADEX PHIS C/VALVULA 500ML,26206,7592348112246,14.04,sin_candidato
LOC EVERY NIGHT HIDRAT SUAV MILK 200ML,23474,7590005162085,3.21,sin_candidato
LOC EVERY NIGHT HIDRAT SUAV MILK 365ML,23478,7590005162092,4.36,sin_candidato
LOC EVERY NIGHT HIDRATPROFU MIELTRI200ML,23471,7590005162047,3.21,sin_candidato
LOC FACIAL BEDUCEN PROB5 HIDRAT NOC 50ML,52038,7441003123052,18.39,sin_candidato
LOC HAWAIIAN TROPIC A/OXIDAN SPF50 50ML,52867,75486121259,15.49,sin_candidato
LOC HAWAIIAN TROPIC MATTE SPF30 50ML,52868,75486121358,15.49,sin_candidato
LOC HAWAIIAN TROPIC SENSITIVE SPF50 50ML,52866,75486121242,15.49,sin_candidato
LOC HAWAIIAN TROPIC SHEER SPF50 120ML,52869,75486088620,12.78,sin_candidato
LOC HAWAIIAN TROPIC SHEER SPF50 240ML,52861,75486088637,18.7,sin_candidato
LOC HAWAIIAN TROPIC SILK SPF50 180ML,52865,75486088835,19.12,sin_candidato
LOC HIDRAT ADEMINA ROSA KIDS 170G,16803,7591844000750,3.25,sin_candidato
LOC HIDRAT BEDUCEN PROB5 HIDRAT DIA 50ML,52037,7441003123045,18.39,sin_candidato
LOC HIDRAT HIDRIBET 125ML,98266,7703333007458,18.18,sin_candidato
LOC HIDRAT HIDRIBET 5% 125ML,30798,7703333007465,17.66,sin_candidato
LOC HIDRAT IE ALOE 500ML,26530,8411047143162,8.2,sin_candidato
LOC HIDRAT ST IVES VIT E/AGUACATE 621ML,28218,0077043608036,16.21,score_bajo
LOC HIDRATANTE ADEMINA BLAN KIDS 170G,16806,7591844000743,3.25,sin_candidato
"LOC LACTIBON FEM PH3,5 240ML",14448,7703281000365,21.95,score_bajo
LOC LIMP ANIBACT KORILI SUNFLOWER 500ML,96994,8690607080264,2.19,sin_candidato
LOC LIMP BRUCEN ROSTRO/CUERP DIA-B 250ML,53171,7592090000617,9.9,score_bajo
LOC LIMP FACIAL BRUCEN SYNDET 120ML,27367,7592090000396,10.49,sin_candidato
LOC LIMP INTIMA LACTIBON BIOLUBE 155G,54188,7730482001983,13.64,sin_candidato
LOC LOP CEROPIOJOS 240ML,20249,7593506001426,6.62,sin_candidato
LOC PEDIA BEDUCIS 200ML,53845,762497930504,6.17,sin_candidato
LOC ROLL ON MOSQUITAN DESP/PICADA 20ML,50792,8027808002168,4.12,sin_candidato
LOC ROLL ON VIBRA NAT PIERNAS CANSAD 90G,98475,7593319000173,3.51,sin_candidato
LOC ZUKADRYL 100ML,52052,7597446000129,11.1,sin_candidato
"LODESTAR TAB REC HCT 50MG/12,5MG X30 VLM",17318,7591020080972,7.35,score_bajo
LOGANIL JAB PED 120ML BIOTECH,5123,7591243831511,5.56,score_bajo
LONGACEF SUSP 100MG 60ML LETI,9281,7591585116208,43.67,score_bajo
LORACERT JBE PED CEREZA 60ML PHARME,2341,7592454153294,6.64,score_bajo
LORADEX JBE 1MG/ML 30ML PLX,22059,7594001101635,2.4,score_bajo
LORADEX JBE 1MG/ML 60ML PLX,92859,7594001101444,2.9,score_bajo
LORATADINA SOL ORAL PED 1MG/ML 60ML L.O,51011,7591196006691,4.58,score_bajo
LORTADEX TAB/REC 50MG X30 PLX,54334,7594001102564,3.57,score_bajo
"LOSAR POT HCT COMP REC 50/12,5MG X30 VAR",54523,7592349003406,6.08,score_bajo
LOSARTAN HCT TAB REC 100/25MGX30 PHARME,99859,7592454889728,11.14,score_bajo
LOSARTAN POT COMP/REC 100MG X30 SPEFAR,54427,7590027002888,5.95,score_bajo
LOSARTAN POT/HIDROC COM/REC 50/12.5MGX30,99300,7591585278739,12.39,score_bajo
LOSARTAN POTA TAB REC 100MG X10 KIMIC,93419,7592616576374,1.82,score_bajo
LOSARTAN POTA TAB REC 50MG X20 KIMIC,92637,7592616366043,1.3,score_bajo
LOSARTAN/HCT TAB REC 100/25MG X10 PHARME,22228,7592454003308,5.17,score_bajo
LOTESOFT SUSP OFT EST 5ML MEG,4891,7795368054101,12.6,score_bajo
LUBRICANTE GEL CUMLAUDE LAB MUCUS 30ML,51026,28428749535809,20.11,sin_candidato
LUBRICANTE INTIMO GEL TIME+ RETAR 60ML,54200,7595651000538,3.98,sin_candidato
LUBRIPIU OVUL CUMLAUDE LAB X10 MANCENT,51032,8428749878209,33.75,sin_candidato
LUDROX TAB REC 75MG X30 BIOTECH,26078,7591243832181,8.94,score_bajo
LYFLOX SOL OFT 3MG/ML 5ML CAPSUV,23341,7598055000128,3.42,sin_candidato
MABROXOL JBE 30MG/5ML 60ML ZUZU,52590,7599608000404,2.65,sin_candidato
MACA CAP 500MG X30 HERB,24102,7592710004025,9.74,sin_candidato
MADECASSOL PVO 2% 10G PLN,2088,7592348218122,19.9,score_bajo
MADECASSOL PVO 2% 5G PLN,2249,7592348218108,12.84,score_bajo
MADECASSOOL TAB 10MG X30 PLN,19964,7592348413848,13.19,sin_candidato
MAGALEX CAP MAGNES 100MG X30 FAR,17662,7591821210059,6,sin_candidato
MAGALEX CAP MAGNES 100MG X60 FAR,21873,7591821210622,14.27,sin_candidato
MAGNEFORTE CAP 500MG X60 HERB,52354,7592710005855,11.1,sin_candidato
MAGNEPLUS CAP X60 WALF,28374,7592710005350,12.27,sin_candidato
MAGNESIO AMINOQ CAP BLD 200MG X30 G PHAR,22813,7597189000011,12.41,score_bajo
MAGNESIO GLICINATO CAP X60 ARC IRIS,27004,7592946001362,11.82,score_bajo
MAGNESIO KIDS TAB MAST ARAN/FRAM X60 VAL,51359,644197336186,17.97,score_bajo
MAGNESIO KIDS TAB MAST UVA X60 VAL,51360,644197336209,17.97,score_bajo
MAGNESIO LIFE CAP 500MG X60 WALF,28375,7592710005008,10.34,score_bajo
MAGNESIO NATURISTIK CAP 400MG X30 LINOF,25744,678358669516,8.45,score_bajo
MAGNESIO NATURISTIK CAP 400MG X60 LINOF,25742,0678358669509,11.35,score_bajo
MAGNESIO PLUS LIFE CAP X60 WALF,28376,7592710005374,12.27,score_bajo
MAGNESIUM CAP 400MG X180 NOW,27066,0733739012838,34.42,sin_candidato
MAGNESIUM CITRATE TAB 200MG X100 NOW,28237,733739012906,31.82,sin_candidato
MAGNESIUM CITRATO CAP 350MG X 60 ETERNAL,28587,787790457756,16.6,score_bajo
MAGNESIUM THREE CAP 400MG X60 PHARMAC,27074,0787790474555,14.16,sin_candidato
MAGNETUNI PLUS TAB 500MG X60 UNIPH,53763,7598852001793,8.44,sin_candidato
MAGTEIN CAP X 90,50453,733739023902,72.96,sin_candidato
MAIT AMP 50MG/5MG X 1 TIARES,28589,0196852522460,12,sin_candidato
MAIZINA AMERICANA DISP 800G,18031,7591039601533,4.66,sin_candidato
"MANTIXA COMP REC 2,5MG X30 MEG",27090,7730969300103,21.69,score_bajo
MAPURITE CAP 300MG X90 ARC IRIS,7062,7592946016816,10,sin_candidato
MARADEX SUSP OFT 5ML L.O,4926,7591196000323,17.84,score_bajo
MARTESIA CAP 150MG X14 MEG,95845,7591619520490,11.17,score_bajo
"MATILOL SOL OFT 0,50% 6ML L.O",2972,7591196001603,12.88,score_bajo
MAX PIRULIN CHOCO DISP X12 34G,51243,7591675013110,12.75,sin_candidato
MAXIFUR FORTE CAP 100MG X30 TIAR,52448,198715103229,8.74,score_bajo
MAXOTEN COMP REC 25MG X30 LETI,50704,7591585213044,32,score_bajo
MAXTHIO AMP 4MG/2ML X6 DORO,20123,8699525755247,8.12,sin_candidato
MEDROXEL SOL INY 150MG/1ML JER X1 CCM,53445,7804656600859,11.99,sin_candidato
MEDROXIPROGESTER SOL INY 150MG/ML X1 VIN,26711,8904187811423,9.14,sin_candidato
MEDSEG INY USP 1G X1 MEDV,54191,8906150832022,10.45,sin_candidato
MEFEDOL TAB 500MG X10 CR 2N,54410,8904464205129,1.88,sin_candidato
MEGAMOX SOL IV 400MG/250ML BHR,23494,7592637397392,20.66,score_bajo
MELATONIN CAP 3MG X 60 NOW,28828,0733739032553,11.65,sin_candidato
MELATONIN CAP 5MG X 60 NOW,28829,733739035554,14.86,sin_candidato
MELATONINA CAP BLD 3MG X60 ARC IRIS,25764,7592946000198,13.41,sin_candidato
MELATONINA CAP BLD 5MG X30 BIOFAR,25709,7592253001840,7.79,sin_candidato
MELATONINA/ASHWAGAN CAP 5MG X30 NAT PREM,54254,7592430000949,7.11,sin_candidato
MELATONINA/VALERIAN/B6 CAP 10MG X60 HERB,52353,7592710005664,14.66,sin_candidato
MELIF COMP REC 50MG/500MG X30 ELM,52755,7591062000198,15.43,score_bajo
MELIVAR COMP REC 10MG X30 MEY,27614,7592601303848,18.96,score_bajo
MELOVAX CAP BLD 15MG X10 VIV,3189,7592432007427,5.66,score_bajo
MEMANTINE TAB 10MG X30 MED/SUP,22408,0731299120758,9.36,sin_candidato
MEMANTINE TAB 5MG X30 MED/SUP,22409,0731299120765,7.79,sin_candidato
MEN XTRA PERFORMANCE TAB X30 G PHAR,23964,7597189000035,14.69,sin_candidato
MENOPAUSE AVANCED CAP X 30 ETERNAL,50489,787790469759,11.6,sin_candidato
MENTHOL GEL 250ML DERNIER,15662,7596049000338,4.18,sin_candidato
MENTHOL ICE GEL 85 G,15727,7591404001944,4.95,sin_candidato
MENTHOL ICE GEL ROLL ON 60G IND COR,15731,7591404002484,4.95,score_bajo
MENTITAS GOMBY 18G DISP X14,53772,7593570000622,6.82,sin_candidato
MENTO SPR X 120ML BIOF,50342,7591616002241,4.79,sin_candidato
MENTOL CREM/ROLL ON X 80ML BIOF,50341,7591616002302,3.56,score_bajo
MENTORUB UNG CORP 30G FC,15287,7593090000959,4.57,sin_candidato
MENTORUB UNG CORP 60G FC,15286,7593090000966,8.66,sin_candidato
MENTORUB UNG MINI 10G X 12,50552,7593090002960,22.34,sin_candidato
METAMUCIL PVO NAR 425G FAR,53305,7500435129756,60.14,sin_candidato
METFORM ACI TAB 500MG X30 CAPSUV,23343,7598055000166,4.44,sin_candidato
METFORMINA HCL COMP REC 850MG X30 LETI,90122,7591585174956,8.29,score_bajo
METGLUTAN TAB 500MG X30 ZORIAK,21969,8903489000276,2.57,sin_candidato
METORMINA TAB LP 750MG X30 PHARMA,52111,7593352000024,3.94,sin_candidato
METREN CAP BLD VAG 500MG X10 MEY,6011,7592601200314,11.08,score_bajo
METREN SUSP PED 125MG/5ML 120ML MEY,6006,7592601200291,11.97,score_bajo
METROVAX CAP BLD 500MG X15 VIV,9732,7592432006123,8.82,sin_candidato
METSIGLIN COMP RECU 500MG/50MG X10 RNV,20304,7592806134131,6.58,score_bajo
MICONAX CREM VAG 40G MEY,99630,7592601301615,13.18,score_bajo
"MICOSMER CREM 2%/2,5% 20G BOOZ",18941,7597072000241,2.86,sin_candidato
MICOTRIN PVO 2% 60G TIAR,53382,198715989878,6.23,sin_candidato
MIGRADORIXINA COM/REC 125MG/1MG X 5,30067,7591619001081,4.56,score_bajo
MIGREN COMP 650/50/1MG X10 LETI,91700,7591585115737,5.67,score_bajo
MIGREN COMP 650MG/50MG/1G X20 LETI,98010,7591585415738,6.94,score_bajo
MILAX SOL ORAL 50% 120ML RNV,52413,7592806125016,6.99,score_bajo
MILAX SOL ORAL 50% 180ML RNV,52414,7592806125023,9.29,score_bajo
MINAR TAB 5MG X 20,29992,7502226296814,3.98,sin_candidato
MINI TORTA RENATA BRIGADEIRO DISP 40GX20,28278,7896022203771,11.57,sin_candidato
MINI TORTA RENATA CHOCO DISP 40G X20,28275,7896022203184,11.57,sin_candidato
MINI TORTA RENATA VAIN/FRESA DISP 40GX20,28277,7896022203191,11.57,score_bajo
MINOXIDIL SOL TOP 5% X 60 ML LA SANTE,28505,7592454003834,12.96,score_bajo
MIOVIT GTS ORAL 20ML COFA,5891,7591818251331,3.22,score_bajo
MIOVIT JBE S/AZU 90ML COFA,21581,7591818716687,3.78,score_bajo
MIOVIT JBE S/AZUCAR 180ML COFA,52190,7591818000236,8.12,score_bajo
MIOVIT SOL INY VI 3ML X1 COFA,53224,7591818000748,2.41,score_bajo
"MIRSOL CREM 0,05% 15G BIOT",53652,7591243833966,7.36,sin_candidato
MIRTAPAX COM 15MG X 10,29466,7730979095471,2.12,sin_candidato
MIRTAPAX COM 30MG X 10,29373,7861152102133,3.15,sin_candidato
MISELLIM COMP REC 10MG X20 MEG,91349,7594000491607,7.85,score_bajo
"MISULVAN COMP JBE AD 15/0,01MG 120ML PLX",94414,7594001101567,7.94,score_bajo
"MISULVAN COMP JBE PED7,5MG/5ML 120ML PLX",94415,7594001101550,8.64,score_bajo
MISULVAN FORTE JBE 30MG/5MG/ML 120ML PLX,26235,7594001101727,7.39,score_bajo
MISULVAN JBE 15MG/5ML 120ML PLX,6889,7594001100614,4.54,score_bajo
MISULVAN JBE AD 30MG/5ML 120ML PLX,7179,7594001100607,4.64,score_bajo
MITAR SOL P/INH NASAL X 50MCG,29013,7592601303916,10.74,score_bajo
MIXEL 2% PVO 60ML MEY,25133,7707355052526,21.91,sin_candidato
MIXEL TAB REC 500MG X6 MEY,25218,0770735505825,17.4,sin_candidato
MODERAN JBE 120ML VARG,2442,7592349527124,13.78,score_bajo
MOLNUPIRAVIR TAB 200MG X40 CR DIST,51883,7598252002024,84.42,sin_candidato
"MOMEQ CREM 0,1% 15G PHARME",21240,7592454889667,9.99,score_bajo
MONODOKS CAP 100MG X14 DORO,20124,8699525151469,11.69,sin_candidato
MONTDAC TAB/REC 10MG/5MG X 10,28582,7598578000643,3.34,sin_candidato
MONTELUKAST TAB MAST PED 5MG X30 L.O,92814,7591196003454,7.44,score_bajo
MONTELUKAST TAB REC 10MG X10 L.O,52391,7591196002495,4.08,score_bajo
MONTELUKAST TAB REC 10MG X30 L.O,23966,7591196003447,9.09,score_bajo
MONTELUKAST TAB/REC 10 MG X 30 LA SANTE,91146,7703763220144,8.23,score_bajo
MORDISQUITO VAIN DISP 25G X24,50758,7591082012201,5.73,sin_candidato
MORINGA CAP X60 NAT PREM,17117,7592430001557,5.73,sin_candidato
MOSQUITAN SPR 100ML,50790,8027808001123,4.23,sin_candidato
MOVIMEX TAB 15MG X10 L.O,90529,7591196004093,8.29,score_bajo
MOXVAL TAB REC 400MG X5 VLM,96819,7591020008709,13.66,score_bajo
MUCOFLEM JBE 240ML ARC IRIS,28399,7592946001539,7.79,sin_candidato
MUCOMAX JBE AD 30MG/5ML 120ML KIMIC,27741,7592616136585,3.27,score_bajo
MUCOMAX JBE PED 15MG/5ML 120ML KIMIC,14193,7592616583075,3.75,score_bajo
MUCOMAX PLUS SOL ORAL AD 30/5MG60ML KIMI,14343,7592616583068,4.25,score_bajo
MUCORAMA JBE 118ML VARG,5415,7592349722406,5.43,score_bajo
MULTI COLLAGEN PEPTIDES PVO 300G PHARMAC,53754,53754,28.75,sin_candidato
MULTIHEAT ETER CAP X30 ETER,25526,0787790465058,13.38,sin_candidato
MULTIVINOL PRENATAL CAP X60 FC,26927,7593090001888,12.08,sin_candidato
MULTIVINOL TAB X30 FC,24478,7593090001642,9.29,sin_candidato
MULTIVIT/GINSENG CAP X 60 HERBAPLANT,28487,7592710005541,13.18,sin_candidato
MULTIVITAMINICO CAP X30 LINOF,25762,0741754451808,9.25,sin_candidato
MULTIVITAMINICO CAP X60 PREV,52133,7598953000053,15.72,sin_candidato
MUPIROCIN UNG X 30G DAC,28580,7598578000582,6.95,score_bajo
MUPROBAN UNG 2% 15G MEY,8468,7592601101093,8.25,score_bajo
MUPROBAN UNG 2% 30G MEY,90778,7592601101116,13.12,score_bajo
MUPROSKIN UNG 2% 15G TIAR,53380,198715945935,5.38,sin_candidato
MUXER CAP 500MG X30 HERB,24103,7592710004049,10.78,sin_candidato
MUXER CAP 500MG X60 HERB,99669,7592710000898,12.86,sin_candidato
MYCOFENTIN CREM TOPICA 2% 20G ELM,7182,7591062010128,3.45,score_bajo
MYCOFENTIN CREM VAG 2% 40G ELM,7183,7591062010012,7.06,score_bajo
N-ACETILCISTEINA SOB 600MG NAR X10 GEAG,52886,8906120990004,18.34,sin_candidato
NAC CAP 600MG X100 NOW,27067,0733739000859,35.06,sin_candidato
ÑAME SALVAJE CAP 365MG X30 HERB,24104,7592710004063,9.35,sin_candidato
ÑAME SALVAJE CAP 365MG X60 HERB,99670,7592710000751,11.56,sin_candidato
NAN PVO EXPERT PRO COMFORT 0-12M 400G,25499,7613033734441,19.52,sin_candidato
NAN PVO NESTLE S/LACTOSA 400G,24475,7613034966650,19.43,sin_candidato
NANO CREAN CREM A/PAÑALITIS 50G CHEM/S,16103,7596139000293,5.14,sin_candidato
NAPROXENO SOD COMP REC 275MG X10 LETI,52339,7591585271303,3.72,score_bajo
"NARCAMED SOL INY 0,4MG/ML 1ML X5 PHAR",53148,7598750000621,4.29,sin_candidato
"NAS GTS SOL NASAL PED 0,05% 15ML L.O",7248,7591196003027,2.73,score_bajo
NATURALAX CAP X30 JRC,53369,7592430000864,10.78,sin_candidato
NEBIVOLATT TAB 5MG X 30,29998,0756029628342,9.09,sin_candidato
NEBLUM TAB REC 100MG X30 FARMA,53337,7591821210868,35.48,score_bajo
NEBLUM TAB REC 200MG X30 FARMA,53338,7591821210912,53.57,score_bajo
NEFROTAL COMP REC 100MG X10 MEG,25320,7591619000961,2.86,score_bajo
NEFROTAL COMP REC 100MG X14 MEG,8487,7591955558256,4.73,score_bajo
"NEFROTAL H COMP REC 100MG/12,5 X30 MEG",95710,7591955558287,11.88,score_bajo
NEFROTAL H COMP REC 100MG/25MG X30 MEG,96714,7591955558263,15.21,score_bajo
NEMAX SOL RECTAL 16%/6% AD 133ML CR FAHD,50867,0736372795687,5.5,score_bajo
NEMAX-P FCO SOL PED 16% 66.6ML CR FAHD,24925,0736372795731,5.5,score_bajo
NEMAZOL SUSP 400MG X 10ML,29375,7591616002166,2.16,sin_candidato
NEMODINE COMP REC 30MG X20 DLR,8423,7592803000798,11.48,score_bajo
NEMODINE COMP REC 40MG X20 DLR,8424,7592803001221,12.93,score_bajo
NEMODINE COMP REC 90MG X10 DLR,8425,7592803001313,13.23,score_bajo
NERSAN CAP 300MG X90 ARC IRIS,7060,7592946168287,10.65,sin_candidato
NESCAFE DOLCE GUSTO AU LAIT 110G CAP X10,51113,7891000155059,11.66,sin_candidato
NESCAFE DOLCE GUSTO CASEIRO 80G CAP X10,51112,7891000681565,11.66,sin_candidato
NESCAFE DOLCE GUSTO ESPRES 60G CAP X10,51114,7891000327746,11.66,sin_candidato
NESTEA LIGHT DISP 55G X10,19793,7591016204252,12.78,sin_candidato
NESTEA LIMON DISP 90G X12,14419,7591016005965,17.92,score_bajo
NESTEA PARCHITA DISP 90G X12,23093,7591016014554,17.92,sin_candidato
NESTEA TE VERDE C/LIMON DISP 48G X 10,28575,7591016205945,12.78,score_bajo
NETUNAL SUSP/ORAL X 200ML,29775,7791848270511,25.1,sin_candidato
NEURIBE CAP/BLD 100MG/100MG/5MG X30 VIV,11190,7592432005300,7.84,score_bajo
NEUROMIX AMP SOL INY 3ML X1 LETI,24081,7591585213389,5.03,score_bajo
NEUROMIX AMP SOL INY 3ML X3 LETI,23961,7591585113382,6.72,score_bajo
NEUROVITAL PVO FRUT ROJ 100G,52831,7599558000226,11.05,sin_candidato
NEUTEROL CAP X60 NAT PREM,27115,7592430000666,6.61,sin_candidato
"NEVAC SUSP OFT 0,1% 5ML L.O",25540,7591196007254,25.35,score_bajo
NIFED SOL COMP REC 30MG X30 CLX,53605,7796285299248,19.77,sin_candidato
NIFED SOL COMP REC LC 60MG X30 CLX,53561,7796285299255,24.65,sin_candidato
NIFEDIPINA LP TAB 30MG X30 CR DIST,53554,7598252002130,5.44,score_bajo
NIFEDIPINA SOL ORAL GTAS 20MG/ML CR LATT,53156,756029628373,5.19,score_bajo
NIFEDIPINA TAB REC LS 30MG X30 CR DAC,51314,7598578000797,4.17,score_bajo
NIMODIPINA SOL INY IV 10MG/50ML X1 ADN,53245,8906112611894,18.34,score_bajo
NINAZO GTS AD 15ML FAR,2594,7591821802957,2.83,score_bajo
NIPE GTS PED 15ML VARG,2599,7592349722451,3.74,score_bajo
NIPE PLUS GRANU FRUTAS TROPI SOB X6 VARG,8637,7592349718126,6.56,score_bajo
NISTATINA SUSP ORAL PED 100000UI UNIPH,51069,7598852001694,4.57,score_bajo
NITAZOXAMIDA SUSP 100MG/5ML 30ML ZUZU,52592,7599608002071,4.21,sin_candidato
NITRODET TAB 50MG X 30,30116,745687143250,4.68,sin_candidato
NOGINOX CREM VAG 40G PHARME,1597,7592454363754,6.91,score_bajo
NONNA JBE PREMIUM 180ML NAT PREM,27117,7592430000819,6.3,sin_candidato
"NOPUCID CHAMPU 2EN1 0,02% 120ML",51339,7592803004192,3.78,sin_candidato
NOR-GYNA AMP 50MG/5MG 1ML X1 CR 2N,51841,8908003460598,3.25,sin_candidato
NOTUSIN JBE PED 2MG/20MG/ML 120ML SIEG,52064,7707355058153,8.66,sin_candidato
NOVACODIN JBE REFORMUL 120ML VARG,93170,7592349723229,4.84,score_bajo
NOVE PAR JBE COMPLEJO B+CA 90ML VIN,17017,7592782000734,3.74,score_bajo
NOVHEPAR B12 JBE 180ML VIN,27056,7592782000673,6.71,score_bajo
NOXPIRIN DIA 15G SOB X6 MEY,27796,7707355053431,9.77,score_bajo
NOXPIRIN GRIP TAB BLIS 4X25 MEY,20328,7592601303237,42.18,score_bajo
NOXPIRIN GTS 15ML MEY,16337,7592601302100,5.69,score_bajo
NOXPIRIN NOCH 10G SOB DISP X12 MEY,27797,7707355056852,18.65,score_bajo
NOXPIRIN NOCH 10G SOB X24 MEY,27795,7707355054322,31.66,score_bajo
NOXPIRIN NOCH 10G SOB X6 MEY,27794,7707355054339,11.66,score_bajo
NOXPIRIN SOB DIA 15G DISP X12,29014,7707355056845,19.55,score_bajo
NOXPIRIN SOB DIA 15G X 24,28904,7707355053424,39.1,score_bajo
"NOXPIRIN SOL ORAL125/0,5MG/5ML 120ML MEY",24256,7592601000068,4.81,score_bajo
"NOXPIRIN SOL ORAL325/1,25MG/5ML120ML MEY",24257,7592601000051,8.95,score_bajo
NUCITA TUBITO CHOCO DISP X12 35G,51231,7591675010102,13.29,sin_candidato
NUCITA TUBITO DOBLE SABOR DISP X12 35G,51232,7591675014209,13.29,sin_candidato
