descripcion_cobeca,codigo,codigo_barras,costo_usd,motivo
DIZONIDE TAB REC 500MG X10 CR DIST,25501,7598252000167,7.47,sin_candidato
DIZUCLOC GEL 1% 30G ZUZU,51560,7599608003191,2.83,sin_candidato
DLORACE TAB REC 500MG/4MG X20 CR DIST,25214,7598252000198,5.45,sin_candidato
DODOQUIN SUSP/ORAL 42MG/ML X 100ML,50391,7599608000152,9.72,sin_candidato
DODOQUIN TAB 650MG X10 ZUZU,54506,7599608004044,6.78,sin_candidato
DODOQUIN TAB 650MG X20 ZUZU,54508,7599608004051,12.04,sin_candidato
DOL DUO TAB/REC 500MG/10MG X 10,50363,7591519001013,4.48,score_bajo
DOL PLUS TAB 650MG X10 CLX,5475,7591519005134,2.43,score_bajo
DOL PLUS TAB 650MG X20 CLX,90444,7591519005141,3.6,score_bajo
DOL TAB 450/40/1MG BLIS 4 X20 CLX,94913,7591519005974,20.44,score_bajo
DOLAK SOL INY 30MG/ML X1 DLR,10116,7592803000484,4.98,score_bajo
DOLAK SOL INY 30MG/ML X2 DLR,52125,7592803004338,9.01,score_bajo
DOLGENAL COMP SL 30MG X8 ADIUM,28313,7841141004389,9.76,sin_candidato
DOLNIX CAP 75MG X20 DLR,23949,7592803004079,4.66,score_bajo
DOLO ICE LOC GEL MENTOLADA 120ML DAW,27430,7599104000038,3.17,sin_candidato
DOLO ICE LOC GEL MENTOLADA 250ML DAW,27431,7599104000045,4.36,sin_candidato
DOLO ICE LOC ROLL ON MENTOLADA 90ML DAW,27432,7599104000021,3.27,sin_candidato
DOLOGESICCAF CAP BLD 400/60MG X10 PLN,50993,7592348211604,5.32,score_bajo
DOLORUB GEL 5% 60G CCM,53443,17800004002549,8.58,sin_candidato
DOPALEN CAP LIB/PROL 200MG X 10,28633,7591243813340,10.88,score_bajo
DOPRIL SOL ORAL 3MG/ML X 60ML PED,28532,7598176000854,4.81,score_bajo
DORIXINA FLEX COM/REC 125MG/5MG X 20,50180,7591619001074,21.17,score_bajo
DORIXINA FLEX COM/REC 125MG/5MG X 5,29269,7591619001067,7.27,score_bajo
DORIXINAFLEX COMP 125MG/5MG X10 MEG,4116,7591619518671,12.99,sin_candidato
DOVALPRON JBE 250MG 120ML ZUZU,51565,7599608002965,8.56,sin_candidato
DOVIL TAB 50MG X30 ARVEST,53393,8906188190668,9.8,sin_candidato
DOVIL-MET TAB 50MG/850MG X30 ARVEST,52455,8906188190477,11.82,score_bajo
DRENE COLOR OXID CREM VOL30 100ML,27548,7590005114251,1.51,sin_candidato
DROPIL COMP REC 100MG X40 DLR,96830,7592803002532,11.34,score_bajo
DROPIL COMP REC 200MG X40 DLR,97140,7592803002549,14.76,score_bajo
DROPIL COMP REC 25MG X40 DLR,96829,7592803002525,7.15,score_bajo
"DROSPIR/ETINILEST TAB 3/0,03MGX21 BLUE/M",23876,6930169708360,6.51,sin_candidato
DULCOXUNI TAB 5MG X10 UNIPH,53764,7598852000819,1.88,sin_candidato
DUMS TAB MAST 750MG X20 CR DIST,53384,7598252002116,7.78,sin_candidato
DUO N EXPRESS SOL/LIMP+SOL/ACOND X 120ML,50209,7592321000072,19.29,score_bajo
DUOVENT SOL INH 15ML L.O,9199,7591196002204,24.48,score_bajo
"DURACAINA HIPERBAR SOL INY 0,5%3MLX5 BHR",20722,7592637397033,31.43,score_bajo
"DUTAPROS CAP 0,5MG X30 ZORIAK",51062,7599112000389,10.46,sin_candidato
"DUTASTERIDE/TAMSUL CAP 0,5/0,04MGX30 DAC",53055,7598578000971,14.31,sin_candidato
"DUTASTERIDE/TAMSUL CAP 0,5/0,4MG X10 KMP",54212,0730170649296,7.4,sin_candidato
DYGEFLAT FORTE TAB 300/100MG X20 CR DIST,28231,7598252000730,7.47,score_bajo
DYMACIN CREM/VAG 2% X 40G DISTR,50472,7598252000976,17.68,sin_candidato
DYMAZOL 3 OVUL 200MG X3 CR DIST,51051,7598252001263,4.44,sin_candidato
DYMAZOL CREM/VAG 2% X 50G DISTR,50473,7598252001287,4.69,sin_candidato
DYMAZOL DUAL OVUL/CREM 200MG/1% CR DIST,51049,7598252001324,6.05,score_bajo
DYNAZOL FORTE CREM X 40G,29422,7598252000969,17.22,score_bajo
ECHINACEA CAP 390MG X60 HERB,99657,7592710000546,9.09,sin_candidato
EFERCID SOB 5G X10 CR 2N,54404,6977234272029,4.55,sin_candidato
EKICAL SUSP 300MG 120ML BIOTECH,99723,7591242814348,8.81,sin_candidato
ELECTRODO DESECH PLUSMEDIC AD SOB X50,50831,7597467000856,10.1,sin_candidato
ELECTRODO DESECH PLUSMEDIC PED SOB X50,50830,7597467000863,9.5,sin_candidato
ELECTRODO ECG GIDAGUS PED X50,27687,7597478001699,9.94,sin_candidato
ELMETACIN SOL TOP 1% 30ML COMP,53799,7751940001659,9.35,score_bajo
ELOK CREM 20G LIALI,26362,21281084282,2.17,score_bajo
"EMCON TAB 1,5MG X1 CAPSUV",27851,7598055001309,2.33,sin_candidato
EMPAGLU COMP REC 10MG X30 ZUOZ,50997,7591651002015,18.01,score_bajo
EMPAGLU COMP REC 25MG X30 ZUOZ,50998,7591651002022,28.08,score_bajo
EMUL CETOPIC AMP 2ML X15,53838,7703281021247,19.22,sin_candidato
EMUL EMOLIENTE EMOLIN NEO 240G,98265,7703281009412,29.48,sin_candidato
ENEMA SALUDX SOL X 130ML,28590,7894164009626,6.68,sin_candidato
ENERGYPLANT CAP 450MG X30 HERB,24096,7592710003912,10.78,sin_candidato
ENERGYPLANT CAP 450MG X60 HERB,99658,7592710000553,12.86,sin_candidato
ENJ BUCAL DENT-OLSA MENTA 240ML,53566,7591616002401,3.3,score_bajo
ENJ BUCAL DENT-OLTOTAL CANELA 240ML,53565,7591616002395,3.25,score_bajo
ENTEREX DIABETIC PVO VAIN 400G DELM,19896,612197604505,21.56,sin_candidato
ENTEREX PROTEINEX PVO 275G MEG,30937,612197500005,50.13,sin_candidato
ENTEREX TOTAL PVO FRESA 400G MEG,25486,612197125208,26.1,score_bajo
ENTEREX TOTAL PVO VAIN 400G MEG,24438,612197125000,26.1,score_bajo
EPAX CAP BLD X30 VIV,5399,7592432004020,18.02,sin_candidato
EPITRAL TAB REC 100MG X30 VLM,20035,7591020081078,10.85,score_bajo
EPITRAL TAB REC 50MG X30 VLM,20036,7591020081092,7.25,score_bajo
EPLENON TAB 25MG X30 ZORIAK,52018,7599112000396,18.66,sin_candidato
EPLERUNI TAB 50MG X30 UNIPH,53767,7598852001854,31.91,sin_candidato
EQUALIV TAB 100MG/50MG DISP X30 MEY,98689,7592601301554,72.62,sin_candidato
EQUALIV TAB X30 MEY,599,7592601100805,8.52,sin_candidato
"ERILON CREM TUB 0,05% 15G BIOTECH",95605,7591243815757,9.22,score_bajo
ESOCOF TAB REC 10MG X30 COFA,54292,7591818000847,6.2,score_bajo
ESOGASTAN TAB REC 40MG X30 ZORIAK,24577,8906104081056,4.5,score_bajo
ESONUV CAP 20MG X 30,50003,7589144520306,6.14,sin_candidato
ESOZ HP TAB REC 40MG X14 PHARME,27046,7592454003698,60.05,score_bajo
ESOZHP TAB 40MG X10 PHARME,24945,7292454002462,48.06,score_bajo
ESPIRON TAB REC 100MG X20 DOLLY,53031,7598928000125,9,sin_candidato
ESPIRONOLACTONA COM 100MG X 20 GENFAR,50568,7705959013172,16.66,score_bajo
ESPUMA BLUE CAP X 100ML,50685,8437022765136,38.31,score_bajo
ESTIN JBE 240ML ARC IRIS,7063,7592946064244,11.43,sin_candidato
"ESTRASYN CREM VAG 0,01% 30G TIAR",26408,8904250515456,16.97,sin_candidato
"ESTROGIN CREM VAG 0,1% 15G TIAR",52747,199284332652,13.57,sin_candidato
EUSILEN DUAL TAB REC 600MG/4MG X15 COFA,50657,7591818000366,5.74,score_bajo
EUTIROX TAB 100MCG X50 DOLLY,7435,7501298225524,15.21,sin_candidato
EVABOLIN TAB REC 25MG X30 COFA,53346,7591818000793,23.9,score_bajo
EVENING PRIMROSE CAP BLD 500MG X100 NOW,28238,0733739017505,20.78,sin_candidato
EVIGAX CAP BLD 125MG X10 VIV,96795,7592432900032,7.04,score_bajo
EVIGAX CAP BLD 125MG X20 VIV,8614,7592432010212,10.31,score_bajo
"EXANIA EMUL 0,05% 60ML MEY",25235,7707355050553,26.3,sin_candidato
EXOM CAP 40MG X14 DISK,24979,0793869810360,4.06,score_bajo
EXOVIS DUO PVO SUSP PED 400MG 50ML FC,26257,7593090001840,8.4,score_bajo
EZENTIUS COMP REC 10MG X20 MEG,53835,7730969309496,7.79,score_bajo
EZENTIUS COMP REC 20MG X20 MEG,53836,7730969309502,10.52,score_bajo
FANTER COMP REC 10MG X30 ADIUM,52006,7841141004976,24,sin_candidato
FARBICIL SOL 1% 30ML MEG,91418,7591619520384,10,score_bajo
FARMA D TAB 1000UI X30 FAR,96976,7591821102101,3.56,sin_candidato
FARMA D TAB REC 2000UI X30 FAR,21872,7591821210639,4.36,sin_candidato
FARMA D TAB REC 5000UI X10 FAR,26048,7591821210837,3.45,sin_candidato
FARSENTAL TAB REC 10/125MG X10 DISK,24467,7410000701785,7.95,sin_candidato
FATSLIM CAP X60 WALF,28372,7592710004391,11.69,sin_candidato
FAZOL GRANU SUSP 500MG 15ML DRL,2001,7592803001290,5.05,score_bajo
FEBRILIX GRIP TAB X10 KIMIC,93783,7592616576046,2.3,score_bajo
FEBRILIX TAB 500MG X20 KIMIC,7037,7592616203010,1.31,score_bajo
FEDRILOX SOL ORAL GTS 20MG/ML 20ML PROV,52457,8906159253842,3.9,sin_candidato
FEMADONA COMP REC X20 LETI,11670,7591585212214,24.93,sin_candidato
FEMI-BALANCE MENOPAUSE CAP X60 PHARCORP,52456,850033508796,14.81,sin_candidato
FEMMEX ULTRA TAB REC 200/30MG X10 FAR,3838,7591821801004,3.32,score_bajo
FEMMEXTRA CAP 200MG/10MG X10 FAR,99481,7591821802773,5.21,score_bajo
FENITOINA SOD TAB 100MG X50 CR CCM,22395,7501384544225,13.84,score_bajo
FENITOINA SUSP 125MG/5ML VIN,51227,7599513000162,6.91,score_bajo
FENITOINA TAB 100MG X 30 ANGELUS,28523,7598176000557,7.66,score_bajo
FENOSSALIL  SOL 60ML BIOF,53567,7591616002388,5.4,sin_candidato
FERGANIC JBE 120ML MEG,8789,7591955001264,13.64,score_bajo
FERROCE GRAG X30 MEY,1504,7592601200161,16.73,score_bajo
FERROCE JBE 120ML MEY,8961,7592601200147,10,score_bajo
FERRUMIA SOL INY 500MG/10ML X1 ZORIAK,52020,7599112000426,83.64,sin_candidato
FERYFOL JBE 18MG AVELL 120ML,50768,7599558000110,5.4,sin_candidato
FESTAL GRAG 210MG/4G BLIS X25 CLX,20436,7591519317572,49.88,score_bajo
FESTASIM TAB MAST 125MG X12 CLX,52972,7591519001815,5.88,sin_candidato
FEXOMED SUSP 30MG/5ML 120ML PHAR,53146,7598750000232,4.09,sin_candidato
FEXORAT SUSP ORAL 30MG/5ML PED 120ML L.O,53627,7591196003218,9.18,score_bajo
FIBERFIT PLUS SOB 1G/3G X20 LETI,52491,7591585119865,27.15,sin_candidato
FISIOLIN SOL NASAL PED 15ML L.O,3323,7591196002198,5.69,score_bajo
FITEX TAB REC 5MG X10 FAR,20284,7591821904323,2.06,score_bajo
FITZERO CAP X60 HERB,52362,7592710005596,13.18,sin_candidato
FLAMEX TAB 400MG X30 CAPSUV,23374,7598055000586,4.09,sin_candidato
FLATORIL SUSP GTS 80MG/ML 20ML ELM,11570,7591062166191,9.34,score_bajo
FLATVIN CAP BLD 125MG X10 VIN,24281,7592782001854,8,score_bajo
FLEBOSMIN TAB REC 500MG X30 FAR,94209,7592229002543,17.96,score_bajo
"FLEMIBAR SOL 6,67MG/333,40MG/ML 20ML MEG",23988,7591619000541,6.62,score_bajo
FLENOX JBE AD 120ML BIOTECH,96586,7591243817829,4.39,score_bajo
FLENOX JBE PED 120ML BIOTECH,94736,7591243817782,4.3,score_bajo
FLENOX SOL ORAL PED 15MG/5ML 60ML BIOT,50900,7591243817805,1.99,score_bajo
FLESPAN COMP REC 10MG X20 CR FAHD,26848,7592349722536,4.52,score_bajo
FLEVOMAX-D COMP REC 600MG X15 FAHD,54226,7590279000014,3.76,score_bajo
FLEXAVIT CAP X30 CR 2N,54405,6977234271640,5.84,sin_candidato
FLEXIVAL TAB REC 125MG/5MG X10 VLM,54469,7591020009973,10.42,score_bajo
FLEXURAT TAB 500MG/400MG X30 BIOTECH,93479,7591241817968,14.25,sin_candidato
"FLINAS SUS P/NEB DOSIS 0,05%MCG X 140",91716,7591196004543,19.04,score_bajo
FLIPS CHOCO FUDGE DISP 50G X14,21383,0759103996615,17.63,sin_candidato
FLIPS CRUNCHY CREMA TRIPACK 27G,51979,7702807045033,2.03,sin_candidato
FLIPS DISP CHOCO 28G X6,18039,7591039504957,2.81,sin_candidato
FLIPS DULC D/LECHE DISP 28G X6,18040,7591039505947,2.81,score_bajo
FLIXOTIDE SUSP/INH 250MCG X 60 DOSIS,10083,7861028101116,31.03,score_bajo
FLOGAREX SUSP/ORAL 2000MM/5ML X10 BLUE/M,50588,7598127002210,12.44,sin_candidato
"FLOROMOX SOL OFT 0,5% 5ML CAPSUV",23347,7598055000111,4.66,sin_candidato
FLOXABID AC TAB REC 500MG X10 CAPSUV,23329,7598055000159,5.27,score_bajo
FLUCONAZOL SOL INF 200MG/100ML KMP,22735,6942189211355,2.2,score_bajo
FLUTIXAIR SUSP INH 125/25MCG X120 MEG,98384,7730698013442,45.31,score_bajo
FLUTIXAIR SUSP INH 250/25MCG X120 MEG,98383,7730698013459,53.35,score_bajo
FLUVIRIN JBE 120ML LETI,90009,7591585111166,12.36,sin_candidato
FOAMI CARTA CREMA X12,20617,7591018049097,2.63,sin_candidato
"FOMENE COM 2,5 MG X 28",93155,7591585519849,40.6,sin_candidato
FORMAGX CAP X30 CR 2N,54406,6977234271244,6.49,sin_candidato
FORTICRECE PVO NIDO 800G,26156,7591016205952,16.54,sin_candidato
FRAILEJON JBE 120ML CHEM/S,8995,7596139000040,4.6,sin_candidato
FRAILEJON JBE 120ML RECETT,20898,7594001450917,3.51,sin_candidato
FRONDOS CAP BLD VAG 400MG/100MG X7 FC,25053,7593090001413,11.39,score_bajo
FRUTACID TAB 500MG SAB/SURT X 60,1154,7591519002683,14.9,score_bajo
FUGOLIN CREM 20G VIN,19760,7592782000130,6.91,score_bajo
FUGOLIN CREM VAG 1%  50G X6 APLIC VIN,2986,7592782000307,8.97,score_bajo
FUGOLIN SOL 1G/100ML 30ML VIN,97493,7592782000680,5.35,score_bajo
"FULBARYL CAP INH 160MCG/4,5MCG X60 LETI",22973,7591585117182,67.39,score_bajo
FULGRAM SUSP 600MG 60ML LETI,8045,7591585113139,26.67,score_bajo
FUNGEX CREM 1% X 15G,29780,7592454003919,6.39,sin_candidato
FUNGOSIN CAP 100MG X14 DLR,91513,7592803002310,11.16,sin_candidato
FUNGOSIN CAP 100MG X28 DLR,91514,7592803002327,16.32,sin_candidato
FUNGOSIN CAP 100MG X6 DLR,11059,7592803000521,5.37,sin_candidato
FURADANTINA CAP 50MG X30 ALESS,53070,7597758001661,4.28,sin_candidato
"FUXAL UNG 0,2G/100G 30G CR ZUK",52803,7598658000136,9.91,score_bajo
"G-FRESH SOL OFT 0,5/0,9% 10ML CAPSUV",51469,7598055000357,8.02,sin_candidato
GABAPRA TAB 75MG X14 ADN,27455,8906112610569,2.83,sin_candidato
GABAROL CAP 150MG X20 CAPSUV,23377,7598055000715,13.52,sin_candidato
GABAROL CAP 25MG X30 CAPSUV,23379,7598055000692,8.47,sin_candidato
"GAMBI SOL OFT 0,03% 3ML L.O",53057,7591196006905,22.65,score_bajo
GAMERAL CAP 400MG X30 AV,21461,7596654000235,7.79,sin_candidato
"GAMPRESS SOL OFT 0,03/0,5% 3ML L.O",27096,7591196006325,23.64,score_bajo
GAPENT COMP REC 10MG X30 MEY,27233,7592601303756,8.58,score_bajo
GAPENT COMP REC 20MG X30 MEY,27234,7592601303787,10.05,score_bajo
GAPRIDOL CAP 400MG X15 CR MT,53033,7501384550622,7,sin_candidato
GAPTAN TAB 300MG X30 ZORIAK,20176,8906104081384,6.92,sin_candidato
GARABET SOL OFT 5ML L.O,7339,7591196000255,11.81,score_bajo
GASAS BRIUTCARE ESTER 2X2   SOB X20,53182,645748578185,3.9,score_bajo
GASAS BRIUTCARE ESTER 3X3   SOB X20,53183,645748578215,5.97,score_bajo
GASAS BRIUTCARE ESTER 4X4   SOB X20,53184,645748578246,8.57,score_bajo
GASAS BRIUTCARE ESTER 4X8   SOB X20,53185,645748578277,15.58,score_bajo
GASAS SOB ALGOBAP ESTERIL 2CMX2CM CAJX50,17248,7593255000398,4.12,score_bajo
GASAS SOB ALGOBAP ESTERIL 3CMX3CM CAJX50,17249,7593255000404,7.04,score_bajo
GASTRO ALIV SUSP 120ML PLN,51267,7800004003976,7,sin_candidato
GASTRO ALIV TAB MAST 262MG X10 PLN,51268,7800004004874,6.01,sin_candidato
GEL AKNFREE PUNTUAL IMPERFECCIONES 15ML,24629,7592512003745,5.39,sin_candidato
GEL ALNA ULTRASONIDO X 250ML,50470,7593255000381,2.14,sin_candidato
GEL ANTIBACT ESSENZA FAMILY CARE 480ML,20370,0745760025978,4.79,sin_candidato
GEL ANTIBACT ESSENZA FAMILY CARE 980ML,20369,0745760025985,8.3,sin_candidato
GEL ANTIBACT PULPLUS ACTIVE 90G,21910,7591251000138,2.73,sin_candidato
GEL ANTIBACT PUREZA TEENS UVA 80G,95506,7591404002286,4.44,score_bajo
GEL ANTIBACT SANOL 230ML,24071,7591138078076,3.25,sin_candidato
GEL AQUASONIC 100 CLEAR X 0.25L,29533,0855683006081,11.53,sin_candidato
GEL AQUASONIC 100 ULTRASONIDO X 0.25L,28659,0855683006043,11.7,sin_candidato
GEL AQUASONIC 100 ULTRASONIDO X 1L,28660,0855683006067,36.83,sin_candidato
GEL BRUCEN A/ACNE PIEL GRAS 120ML,27368,7592090000389,11.8,sin_candidato
GEL BRUCEN HYDRO MATT PIEL GRAS 120ML,27793,7592090000402,10.72,sin_candidato
GEL CALAMINOL PICALIV 16G VITA,99544,7591808525077,4.58,sin_candidato
GEL COLGATE KIDS FRUTILLA 50G,19586,7891024034095,1.77,score_bajo
GEL COLGATE PLAX REFRESC/BUCAL 100ML,16468,7591083018547,3.54,score_bajo
GEL CORP VIBRA NAT FRIO 200G,52623,7593319000043,5.4,sin_candidato
GEL CREM BIODERMA ATODERM INTEN 200ML,30275,3701129802663,32.6,sin_candidato
GEL CREM BIODERMA HYDRABIO 40ML,30277,3401329447809,31.88,sin_candidato
GEL D/BAÑO ALEA NIÑOS 350ML,54355,7599566000225,5.06,sin_candidato
GEL D/BANO IE GLICERINA 750ML,29057,8411047108079,9.38,score_bajo
GEL D/BAÑO SPA LINE CHERRY BERRY 200ML,54055,7590041011293,7.2,sin_candidato
GEL D/BAÑO SPA LINE MANDAR/COCO 200ML,54053,7590041011279,7.2,sin_candidato
GEL DERNIER AFTER SUN X 160G,28954,7598084000908,7.63,sin_candidato
GEL DERNIER ARNICA MONTANA GEL 200 ML,15661,7596049000277,2.38,sin_candidato
GEL DERNIER PURIFIC Y MINIM D/POROS X20G,28497,7598084000847,3.9,sin_candidato
GEL EXFOL CLARESS 75G,50933,7596811000047,7.1,sin_candidato
GEL FACIAL HIDRAT AKNFREE 50ML,24625,7592512003783,6.05,sin_candidato
GEL FACIAL HUMECT BIOS SCRUB 120ML,99211,7595481000043,16.49,sin_candidato
GEL FACIAL LIMP NIVEA AGUA D/ROSAS 150ML,51750,4005900645289,13.85,score_bajo
GEL FIJ EVERY NIGHT FOR MEN BLACK 250G,54301,7590005169114,2.74,sin_candidato
GEL FIJ EVERY NIGHT FOR MEN BLACK 500G,54302,7590005169121,3.56,sin_candidato
GEL FIJ EVERY NIGHT FRES 100G,19488,7590005168186,1.74,sin_candidato
GEL FIJ EVERY NIGHT FRES 250G,19492,7590005168223,2.74,sin_candidato
GEL FIJ EVERY NIGHT FRES 500G,19496,7590005168261,3.56,sin_candidato
GEL FIJ EVERY NIGHT POW 100G,19490,7590005168209,1.74,sin_candidato
GEL FIJ EVERY NIGHT POW 500G,19498,7590005168285,3.56,sin_candidato
GEL FIJ EVERY NIGHT STRONG 100G,19489,7590005168193,1.74,sin_candidato
GEL FIJ EVERY NIGHT STRONG 250G,19493,7590005168230,2.74,sin_candidato
GEL FIJ EVERY NIGHT STRONG 500G,19497,7590005168278,3.56,sin_candidato
GEL FIJ EVERY NIGHT WINNER 100G,19487,7590005168179,1.74,sin_candidato
GEL FIJ EVERY NIGHT WINNER 500G,19495,7590005168254,3.56,sin_candidato
GEL GLADE CAR ACQUA 70G,24748,7501032908690,3.21,sin_candidato
GEL GLADE CAR CITRUS 70G,24746,7501032908706,3.21,sin_candidato
GEL HIDRAT AG TATTOO AFTERCARE 60G,50956,7596811000368,10.87,sin_candidato
GEL HIDRAT CLARESS PIEL GRAS 75G,50931,7596811000115,7.7,sin_candidato
GEL HIDRAT DERNIER A/EDAD REPAR NOCH 50G,51299,7598084001226,13.1,sin_candidato
GEL HIDRAT ZOAH ACNE RESCUE 50ML,52749,7596211000456,4.35,sin_candidato
GEL INTIMO PHFEM DELICADO 280ML,53205,7591309002503,5.82,sin_candidato
GEL INTIMO PHFEM HIDRAT 280ML,53206,7591309002497,5.82,sin_candidato
GEL INTIMO SABILADERM LAVAND 200ML,14185,7592512001932,6.86,sin_candidato
GEL INTIMO SABILADERM MANZA 240ML,14187,7592512001949,6.86,sin_candidato
GEL LIMP BIODERMA SEBIUM MOUSSANT 200G,34847,3401578653709,38.16,sin_candidato
GEL LIMP BIODERMA SENSIBIO MOUSSAN 200ML,30298,3401381507565,30.77,sin_candidato
GEL LIMP CAPIL BRUCEN UREA12% 400ML,19914,7592090001577,19.4,sin_candidato
GEL LIMP CORP BRUCEN UREA12% 250ML,19915,7592090001591,13.8,sin_candidato
GEL LIMP FACIAL BEDUCEN PROB5 200ML,52036,7441003123069,18.39,sin_candidato
GEL LIMP PATO SARRO/MUGRE 710ML,51093,7501032923778,5.84,sin_candidato
GEL LIVING ALOE VERA REVITALIS 100ML,29290,7591570000161,2.75,sin_candidato
GEL LIVING LIMP D/POROS 120ML,29286,7591570000086,4.17,sin_candidato
GEL LUBRICANTE PRUDENCE FRESA DKT,29618,7502214986062,14.65,score_bajo
GEL LUBRICANTE PRUDENCE NATURAL DKT,29619,7502214986031,14.65,sin_candidato
GEL PATO ACC PROFU MARINE 500ML,20666,7501032902735,4.43,sin_candidato
GEL PATO ACC PROFU PINE 500ML,20665,7501032902742,4.43,sin_candidato
GEL RHELEN COOL ICE AZUL 250G INTERV,14284,7593434000508,6.49,sin_candidato
GEL ZOAH ALOE VERA ROSTRO/CUERPO 400G,54237,7596211000692,4.37,sin_candidato
GEL/BAÑ AMALFI AVENA 750ML,17257,8414227691880,4.48,sin_candidato
GEL/BAÑ AMALFI DERMOPROT 750ML,17267,8414227691910,7.9,sin_candidato
GEL/BAÑ AMALFI DUC/PA 750ML,22137,8414227032744,7.9,sin_candidato
GEL/BAÑ AMALFI DUCHA RELAX 750ML,22136,8414227691828,5.58,score_bajo
GEL/BAÑ EXFOL SPA LINE ORQ SALVAJE 250ML,19811,7590041014324,4.2,sin_candidato
GEL/BAÑ IE BEBE 500ML,26518,8411047101414,14.75,sin_candidato
GEL/BAÑ IE PIEL ATOPICA 500ML,26517,8411047108109,14.35,sin_candidato
GEL/BAÑ SPA LINE BLUEBE/ORANGE 250ML,18601,7590041015291,4.2,sin_candidato
GEL/BAÑ Y DUCHA AMALFI LOVE 750ML,17258,8414227043573,7.9,score_bajo
GELAFUNDIN SOL 4% 500ML MEDV,25773,7501125114960,52.25,sin_candidato
GELATINA SONRISSA CEREZA DISP 132G X12,28227,7591112000215,23.13,score_bajo
GELATINA SONRISSA FRAMBUESA DISP 132GX12,28226,7591112000222,23.13,score_bajo
GELATINA SONRISSA FRESA DISP 132G X12,28225,7591112000208,23.13,score_bajo
GENLET CAP 200MG X 10,50060,7591585210180,10,sin_candidato
"GENTAMICINA SOL OFT 0,3% 5ML L.O",5334,7591196002136,4.66,score_bajo
GENTAPLUS GTS OFT 0.3% KMP,20994,8904030802042,7.66,sin_candidato
GERIATECH CAP BLD VIT/MINERAL X30 G PHAR,21936,7597189000066,11.3,score_bajo
GESTAGENO CAP BLD 100MG X30 CR CCM,21412,7401078900156,31.86,score_bajo
GESTAGENO CAP BLD 200MG X30 CR CCM,21413,7401078900163,40.88,score_bajo
GESTASYN I CAP BLD 100MG X10 TIARES,52805,8906009239880,13.55,sin_candidato
GESTASYN II CAP BLD 200MG X10 TIARES,52806,8906009239903,16.29,sin_candidato
"GESTRELLA TAB REC 0,075MG X28 GCP",27016,7594001564140,20.35,score_bajo
GINACOL SOL VAG 135ML BIOTECH,7355,7591243820355,4.06,score_bajo
GINESAL SOL VAG 130ML AV,14801,7596654000020,6.49,score_bajo
GINIWA V CAP X 14,50202,8436587000188,28.23,sin_candidato
GINKGO BILOBA CAP 300MG X30 HERB,24098,7592710003974,10.66,sin_candidato
GINKGO BILOBA CAP 300MG X60 ARC IRIS,17786,7592946005988,12.86,sin_candidato
GINKGO BILOBA CAP 300MG X60 HERB,99663,7592710000621,11.56,sin_candidato
GINKGO BILOBA CAP 300MG X60 NAT PREM,13358,7592430000116,9.73,sin_candidato
GINKGO BILOBA CAP 60MG X60 NOW,2685,733739103062,19.99,sin_candidato
GINKGO SENG DH TAB X60 NAT PREM,13364,7592430000017,7.36,sin_candidato
GINKOLA CAP 500MG X30 HERB,24195,7592710003967,9.48,sin_candidato
GIVOTAN PVO SUSP 100MG 30ML MEG,91422,7861148020472,16.62,score_bajo
GIVOTAN PVO SUSP 100MG 60ML MEG,90627,7861148020434,19.61,score_bajo
GIVOTAN TAB REC 500MG X6 MEG,90626,7861148020441,15.19,score_bajo
GLADE AUTO GEL ODISEA AZUL 70G,30314,7501032913038,3.21,sin_candidato
"GLAMOR SOL OFT 0,2/0,2% 10ML CAPSUV",23331,7598055000210,8.55,sin_candidato
"GLAUCOPROST SOL OFT 0,004% 3ML MEG",90436,7795368055184,11.82,score_bajo
GLAUCOTENSIL D SOL OFT 5ML MEG,2263,7795368001686,13.9,score_bajo
GLAUCOTENSIL T SOL OFT 5ML MEG,2262,7795368001679,14.68,score_bajo
GLIBENCAMIDA TAB 5MG X10 VIN,26736,8904209411075,3.35,sin_candidato
GLICAZIDA TAB 80MG X20 MT GLOB,54364,8902399002004,9.53,sin_candidato
GLICERAMIN AMP 3%/500ML X 1,50702,0759263700315,40.42,score_bajo
GLICINATO D/MAGNESIO  TAB 300MG X30 SAAS,52841,7591940000616,11.32,score_bajo
GLICINATO D/MAGNESIO CAP 500MG X60 HERB,52351,7592710003097,11.04,score_bajo
GLICINATO D/MAGNESIO CAP 500MG X70 ABEJ,53637,7597134001100,8.88,score_bajo
GLICLAZ TAB REC 80MG X20 ALESS,53068,7597758001401,4.97,sin_candidato
GLIDEX TAB REC 500MG X30 PLX,52469,7594001102151,7.1,score_bajo
GLIDEX TAB REC 850MG X30 PLX,52970,7594001102236,9.3,score_bajo
GLIMAGX CAP 550MG X30 CR 2N,54407,6977234272166,6.49,sin_candidato
GLIMEPIRIDE TAB 2 MG X 30 LA SANTE,4700,7703763165117,8.17,score_bajo
GLIMEPIRIDE TAB 2MG X16 PHARME,4699,7703763165056,4.78,sin_candidato
GLIMEPIRIDE TAB 2MG X30 ZUZU,51563,8904324101516,3.16,sin_candidato
GLIMEPIRIDE TAB 4MG X16 PHARME,4701,7703763165063,5.43,sin_candidato
GLIMEPIRIDE TAB 4MG X30 PHARME,4702,7703763165124,10.12,sin_candidato
