ef,mol_inhrr,mol_cima,score
E.F.G.39.843,GLIBENCLAMIDA,Glibenclamida,1.0
E.F.G.39.879,BROMURO DE ROCURONIO,Rocuronio Bromuro,1.0
E.F.G.39.898,RIFAXIMINA,Rifaximina,1.0
E.F.G.39.902,SITAGLIPTINA,Sitagliptina,1.0
E.F.G.39.913,ACIDO FOLICO,Folico Acido,1.0
E.F.G.39.935,SITAGLIPTINA,Sitagliptina,1.0
E.F.G.4.629,ACIDO FOLICO,Folico Acido,1.0
E.F.G.4.630,ACIDO FOLICO,Folico Acido,1.0
E.F.G.4.631,ACIDO FOLICO,Folico Acido,1.0
E.F.G.40.011,FLAVOXATO CLORHIDRATO,Flavoxato,1.0
E.F.G.40.034,CLONAZEPAM,Clonazepam,1.0
E.F.G.40.035,CLONAZEPAM,Clonazepam,1.0
E.F.G.40.037,AMIKACINA,Amikacina,1.0
E.F.G.40.038,VALSARTAN,Valsartan,1.0
E.F.G.40.038,AMLODIPINA,Amlodipino,0.9
E.F.G.40.042,VALSARTAN,Valsartan,1.0
E.F.G.40.042,AMLODIPINA,Amlodipino,0.9
E.F.G.40.045,DEXAMETASONA FOSFATO SÓDICO,Dexametasona,1.0
E.F.G.40.062,ATORVASTATINA,Atorvastatina,1.0
E.F.G.40.063,CEFIXIMA,Cefixima,1.0
E.F.G.40.067,CITICOLINA,Citicolina,1.0
E.F.G.40.083,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.40.084,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.40.152,NALOXONA,Naloxona,1.0
E.F.G.40.188,KETOPROFENO,Ketoprofeno,1.0
E.F.G.40.215,NITROGLICERINA,Nitroglicerina,1.0
E.F.G.40.262,CLARITROMICINA,Claritromicina,1.0
E.F.G.40.264,LORATADINA,Loratadina,1.0
E.F.G.40.269,CEFALEXINA,Cefalexina,1.0
E.F.G.40.293,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.40.303,SULFATO DE MAGNESIO,Citrato Magnesio,1.0
E.F.G.40.311,NAPROXENO,Naproxeno,1.0
E.F.G.40.369,CARVEDILOL,Carvedilol,1.0
E.F.G.40.370,ACIDO FOLICO,Folico Acido,1.0
E.F.G.40.376,ATENOLOL,Atenolol,1.0
E.F.G.40.389,TRIMEBUTINA,Trimebutina,1.0
E.F.G.40.396,LIDOCAINA,Lidocaina,1.0
E.F.G.40.397,DOMPERIDONA,Domperidona,1.0
E.F.G.40.423,LOSARTAN POTASICO,Losartan,1.0
E.F.G.40.426,ESOMEPRAZOL MAGNESICO TRIHIDRATO,Esomeprazol Magnesico,1.0
E.F.G.40.439,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.40.439,LOSARTAN POTASICO,Losartan,1.0
E.F.G.40.440,AMBROXOL CLORHIDRATO,Ambroxol,1.0
E.F.G.40.440,LORATADINA,Loratadina,1.0
E.F.G.40.468,LETROZOL,Letrozol,1.0
E.F.G.40.509,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.40.510,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.40.533,CEFIXIMA TRIHIDRATO,Cefixima,1.0
E.F.G.40.552,TADALAFILO,Tadalafilo,1.0
E.F.G.40.581,ACICLOVIR,Aciclovir,1.0
E.F.G.40.599,ACIDO FOLICO,Folico Acido,1.0
E.F.G.40.603,SULFATO DE MAGNESIO,Citrato Magnesio,1.0
E.F.G.40.605,ALBENDAZOL,Albendazol,1.0
E.F.G.40.629,ACIDO FOLICO,Folico Acido,1.0
E.F.G.40.630,ACIDO FOLICO,Folico Acido,1.0
E.F.G.40.741,ONDANSETRON,Ondansetron,1.0
E.F.G.40.781,RANITIDINA,Ranitidina,1.0
E.F.G.40.789,TIROFIBAN,Tirofiban,1.0
E.F.G.40.806,MANITOL,Manitol,1.0
E.F.G.40.835,ESCITALOPRAM,Escitalopram,1.0
E.F.G.40.840,FLUCONAZOL,Fluconazol,1.0
E.F.G.40.877,IBUPROFENO,Ibuprofeno,1.0
E.F.G.40.886,KETOROLACO,Ketorolaco,1.0
E.F.G.40.887,LOPERAMIDA,Loperamida,1.0
E.F.G.40.945,DEXAMETASONA FOSFATO SÓDICO,Dexametasona,1.0
E.F.G.40.945,TOBRAMICINA SULFATO,Tobramicina,1.0
E.F.G.40.946,TOBRAMICINA SULFATO,Tobramicina,1.0
E.F.G.40.959,ESCITALOPRAM,Escitalopram,1.0
E.F.G.40.960,ESCITALOPRAM,Escitalopram,1.0
E.F.G.40.982,NAPROXENO,Naproxeno,1.0
E.F.G.41.009,CIANOCOBALAMINA,Cianocobalamina,1.0
E.F.G.41.009,TIAMINA,Tiamina,1.0
E.F.G.41.009,PIRIDOXINA,Piridoxina,1.0
E.F.G.41.021,METOCLOPRAMIDA,Metoclopramida,1.0
E.F.G.41.029,FLAVOXATO CLORHIDRATO,Flavoxato,1.0
E.F.G.41.074,CANDESARTAN,Candesartan,1.0
E.F.G.41.075,CANDESARTAN,Candesartan,1.0
E.F.G.41.076,CANDESARTAN,Candesartan,1.0
E.F.G.41.125,PRASUGREL,Prasugrel,1.0
E.F.G.41.145,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.41.145,CANDESARTAN,Candesartan,1.0
E.F.G.41.149,PALONOSETRON,Palonosetron,1.0
E.F.G.41.166,PRASUGREL,Prasugrel,1.0
E.F.G.41.182,DICLOFENAC SODICO,Diclofenaco,0.909
E.F.G.41.193,TADALAFILO,Tadalafilo,1.0
E.F.G.41.221,LOSARTAN POTASICO,Losartan,1.0
E.F.G.41.222,LOSARTAN POTASICO,Losartan,1.0
E.F.G.41.267,PANTOPRAZOL,Pantoprazol,1.0
E.F.G.41.274,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.41.306,ETORICOXIB,Etoricoxib,1.0
E.F.G.41.333,ETORICOXIB,Etoricoxib,1.0
E.F.G.41.341,BETAMETASONA,Betametasona,1.0
E.F.G.41.385,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.G.41.406,MIDAZOLAM,Midazolam,1.0
E.F.G.41.407,MIDAZOLAM,Midazolam,1.0
E.F.G.41.409,FENITOINA SODICA,Fenitoina,1.0
E.F.G.41.565,CITICOLINA,Citicolina,1.0
E.F.G.41.570,IRBESARTAN,Irbesartan,1.0
E.F.G.41.574,KETOPROFENO,Ketoprofeno,1.0
E.F.G.41.586,CELECOXIB,Celecoxib,1.0
E.F.G.41.592,TIGECICLINA,Tigeciclina,1.0
E.F.G.41.607,LIDOCAINA,Lidocaina,1.0
E.F.G.41.623,BORTEZOMIB,Bortezomib,1.0
E.F.G.41.641,LOSARTAN POTASICO,Losartan,1.0
E.F.G.41.642,ACIDO CLAVULANICO,Clavulanico Acido,1.0
E.F.G.41.642,AMOXICILINA,Amoxicilina,1.0
E.F.G.41.663,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.41.682,KETOPROFENO,Ketoprofeno,1.0
E.F.G.41.684,SIMVASTATINA,Simvastatina,1.0
E.F.G.41.684,EZETIMIBA,Ezetimiba,1.0
E.F.G.41.692,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.41.695,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.41.695,IRBESARTAN,Irbesartan,1.0
E.F.G.41.696,DICLOFENACO POTASICO,Diclofenaco,1.0
E.F.G.41.755,PANTOPRAZOL,Pantoprazol,1.0
E.F.G.41.770,PANTOPRAZOL,Pantoprazol,1.0
E.F.G.41.771,ESCITALOPRAM,Escitalopram,1.0
E.F.G.41.772,LEVOCETIRIZINA,Levocetirizina,1.0
E.F.G.41.785,DEXKETOPROFENO,Dexketoprofeno,1.0
E.F.G.41.816,PEMETREXED,Pemetrexed,1.0
E.F.G.41.917,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.G.41.917,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.41.919,LEVETIRACETAM,Levetiracetam,1.0
E.F.G.41.932,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.41.943,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.41.944,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.41.945,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.41.945,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.G.41.968,METRONIDAZOL,Metronidazol,1.0
E.F.G.41.986,LOSARTAN POTASICO,Losartan,1.0
E.F.G.41.986,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.41.998,TIOCOLCHICOSIDO,Tiocolchicosido,1.0
E.F.G.42.007,VALSARTAN,Valsartan,1.0
E.F.G.42.018,LORATADINA,Loratadina,1.0
E.F.G.42.019,ALPRAZOLAM,Alprazolam,1.0
E.F.G.42.038,CANDESARTAN,Candesartan,1.0
E.F.G.42.054,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.42.059,GLICINA,Glicina,1.0
E.F.G.42.060,CANDESARTAN,Candesartan,1.0
E.F.G.42.061,ISOFLURANO,Isoflurano,1.0
E.F.G.42.062,SEVOFLURANO,Sevoflurano,1.0
E.F.G.42.063,AMOXICILINA,Amoxicilina,1.0
E.F.G.42.063,ACIDO CLAVULANICO,Clavulanico Acido,1.0
E.F.G.42.119,ACIDO ZOLEDRONICO MONOHIDRATO,Acido Zoledronico,1.0
E.F.G.42.122,FUROSEMIDA,Furosemida,1.0
E.F.G.42.123,CLINDAMICINA,Clindamicina,1.0
E.F.G.42.125,TADALAFILO,Tadalafilo,1.0
E.F.G.42.143,PREDNISONA,Prednisona,1.0
E.F.G.42.152,AMPICILINA SODICA,Ampicilina,1.0
E.F.G.42.153,CEFTRIAXONA SODICA,Ceftriaxona,1.0
E.F.G.42.197,ONDANSETRON,Ondansetron,1.0
E.F.G.42.200,CAPTOPRIL,Captopril,1.0
E.F.G.42.210,BROMURO DE VECURONIO,Rocuronio Bromuro,0.889
E.F.G.42.211,VANCOMICINA,Vancomicina,1.0
E.F.G.42.227,FINASTERIDA,Finasterida,1.0
E.F.G.42.227,DOXAZOSINA,Doxazosina,1.0
E.F.G.42.230,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.42.230,GLUCOSA,Glucosa,1.0
E.F.G.42.239,BROMURO DE ROCURONIO,Rocuronio Bromuro,1.0
E.F.G.42.240,BROMURO DE VECURONIO,Rocuronio Bromuro,0.889
E.F.G.42.251,VALSARTAN,Valsartan,1.0
E.F.G.42.260,METFORMINA,Metformina,1.0
E.F.G.42.270,EMTRICITABINA,Emtricitabina,1.0
E.F.G.42.270,TENOFOVIR,Tenofovir,1.0
E.F.G.42.270,EFAVIRENZ,Efavirenz,1.0
E.F.G.42.271,TENOFOVIR,Tenofovir,1.0
E.F.G.42.271,EMTRICITABINA,Emtricitabina,1.0
E.F.G.42.273,VALSARTAN,Valsartan,1.0
E.F.G.42.274,CEFTRIAXONA,Ceftriaxona,1.0
E.F.G.42.279,HIDROCORTISONA,Hidrocortisona,1.0
E.F.G.42.287,FITOMENADIONA,Fitomenadiona,1.0
E.F.G.42.292,NEBIVOLOL CLORHIDRATO,Nebivolol,1.0
E.F.G.42.296,ATENOLOL,Atenolol,1.0
E.F.G.42.297,ATENOLOL,Atenolol,1.0
E.F.G.42.301,SITAGLIPTINA,Sitagliptina,1.0
E.F.G.42.303,TIOCOLCHICOSIDO,Tiocolchicosido,1.0
E.F.G.42.307,ESOMEPRAZOL MAGNESICO TRIHIDRATO,Esomeprazol Magnesico,1.0
E.F.G.42.321,AMIKACINA,Amikacina,1.0
E.F.G.42.322,LEVETIRACETAM,Levetiracetam,1.0
E.F.G.42.323,LEVETIRACETAM,Levetiracetam,1.0
E.F.G.42.350,CLOPIDOGREL,Clopidogrel,1.0
E.F.G.42.351,OXITOCINA,Oxitocina,1.0
E.F.G.42.361,PAROXETINA,Paroxetina,1.0
E.F.G.42.374,CARVEDILOL,Carvedilol,1.0
E.F.G.42.375,CARVEDILOL,Carvedilol,1.0
E.F.G.42.376,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.G.42.377,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.G.42.382,DICLOFENAC SODICO,Diclofenaco,0.909
E.F.G.42.383,HALOPERIDOL,Haloperidol,1.0
E.F.G.42.385,KETOPROFENO,Ketoprofeno,1.0
E.F.G.42.386,CIPROFLOXACINO,Ciprofloxacino,1.0
E.F.G.42.387,RANITIDINA,Ranitidina,1.0
E.F.G.42.388,RANITIDINA,Ranitidina,1.0
E.F.G.42.389,FEXOFENADINA CLORHIDRATO,Fexofenadina,1.0
E.F.G.42.392,LOSARTAN POTASICO,Losartan,1.0
E.F.G.42.395,TADALAFILO,Tadalafilo,1.0
E.F.G.42.396,ATORVASTATINA,Atorvastatina,1.0
E.F.G.42.397,HIDROCORTISONA,Hidrocortisona,1.0
E.F.G.42.398,METAMIZOL SODICO,Metamizol,1.0
E.F.G.42.402,TIOCOLCHICOSIDO,Tiocolchicosido,1.0
E.F.G.42.402,IBUPROFENO,Ibuprofeno,1.0
E.F.G.42.403,CLINDAMICINA,Clindamicina,1.0
E.F.G.42.405,SALBUTAMOL,Salbutamol,1.0
E.F.G.42.406,LETROZOL,Letrozol,1.0
E.F.G.42.407,VALSARTAN,Valsartan,1.0
E.F.G.42.408,VALSARTAN,Valsartan,1.0
E.F.G.42.409,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.42.410,METFORMINA,Metformina,1.0
E.F.G.42.412,SIMVASTATINA,Simvastatina,1.0
E.F.G.42.413,GLIMEPIRIDA,Glimepirida,1.0
E.F.G.42.418,BISOPROLOL FUMARATO,Bisoprolol,1.0
E.F.G.42.419,BISOPROLOL FUMARATO,Bisoprolol,1.0
E.F.G.42.420,BISOPROLOL FUMARATO,Bisoprolol,1.0
E.F.G.42.421,BISOPROLOL FUMARATO,Bisoprolol,1.0
E.F.G.42.422,CIPROFLOXACINO,Ciprofloxacino,1.0
E.F.G.42.423,ESOMEPRAZOL MAGNESICO TRIHIDRATO,Esomeprazol Magnesico,1.0
E.F.G.42.424,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.G.42.429,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.42.430,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.42.437,CANDESARTAN,Candesartan,1.0
E.F.G.42.438,CANDESARTAN,Candesartan,1.0
E.F.G.42.439,LOSARTAN POTASICO,Losartan,1.0
E.F.G.42.440,LORATADINA,Loratadina,1.0
E.F.G.42.448,ALPRAZOLAM,Alprazolam,1.0
E.F.G.42.449,ALPRAZOLAM,Alprazolam,1.0
E.F.G.42.451,VALSARTAN,Valsartan,1.0
E.F.G.42.454,ATORVASTATINA,Atorvastatina,1.0
E.F.G.42.455,ATORVASTATINA,Atorvastatina,1.0
E.F.G.42.456,IRBESARTAN,Irbesartan,1.0
E.F.G.42.458,CLOTRIMAZOL,Clotrimazol,1.0
E.F.G.42.459,METFORMINA,Metformina,1.0
E.F.G.42.460,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.42.464,LOSARTAN POTASICO,Losartan,1.0
E.F.G.42.466,AMOXICILINA,Amoxicilina,1.0
E.F.G.42.471,SALBUTAMOL,Salbutamol,1.0
E.F.G.42.472,BUDESONIDA,Budesonida,1.0
E.F.G.42.474,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.G.42.478,RANITIDINA,Ranitidina,1.0
E.F.G.42.480,DICLOFENAC SODICO,Diclofenaco,0.909
E.F.G.42.482,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.42.485,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.42.485,BISOPROLOL FUMARATO,Bisoprolol,1.0
E.F.G.42.486,VILDAGLIPTINA,Vildagliptina,1.0
E.F.G.42.487,DOBUTAMINA,Dobutamina,1.0
E.F.G.42.488,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.42.490,BETAMETASONA,Betametasona,1.0
E.F.G.42.490,LORATADINA,Loratadina,1.0
E.F.G.42.492,DEXAMETASONA FOSFATO SÓDICO,Dexametasona,1.0
E.F.G.42.493,PREDNISONA,Prednisona,1.0
E.F.G.42.500,LOSARTAN POTASICO,Losartan,1.0
E.F.G.42.501,IVERMECTINA,Ivermectina,1.0
E.F.G.42.503,IRBESARTAN,Irbesartan,1.0
E.F.G.42.504,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.42.505,ACICLOVIR,Aciclovir,1.0
E.F.G.42.506,ALBENDAZOL,Albendazol,1.0
E.F.G.42.509,AZITROMICINA,Azitromicina,1.0
E.F.G.42.511,LOSARTAN POTASICO,Losartan,1.0
E.F.G.42.512,LOSARTAN POTASICO,Losartan,1.0
E.F.G.42.517,SERTRALINA,Sertralina,1.0
E.F.G.42.518,SERTRALINA,Sertralina,1.0
E.F.G.42.519,DICLOFENAC SODICO,Diclofenaco,0.909
E.F.G.42.520,METRONIDAZOL,Metronidazol,1.0
E.F.G.42.524,DESLORATADINA,Desloratadina,1.0
E.F.G.42.525,BISOPROLOL FUMARATO,Bisoprolol,1.0
E.F.G.42.526,QUETIAPINA,Quetiapina,1.0
E.F.G.42.527,QUETIAPINA,Quetiapina,1.0
E.F.G.42.528,SILDENAFIL,Sildenafilo,0.909
E.F.G.42.530,METRONIDAZOL,Metronidazol,1.0
E.F.G.42.534,AMOXICILINA,Amoxicilina,1.0
E.F.G.42.534,ACIDO CLAVULANICO,Clavulanico Acido,1.0
E.F.G.42.535,DESLORATADINA,Desloratadina,1.0
E.F.G.42.536,ALBENDAZOL,Albendazol,1.0
E.F.G.42.538,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.42.539,GUAIFENESINA,Guaifenesina,1.0
E.F.G.42.540,DESLORATADINA,Desloratadina,1.0
E.F.G.42.547,RIVAROXABAN,Rivaroxaban,1.0
E.F.G.42.550,CEFOTAXIMA,Cefotaxima,1.0
E.F.G.42.555,CLINDAMICINA,Clindamicina,1.0
E.F.G.42.556,SITAGLIPTINA,Sitagliptina,1.0
E.F.G.42.557,CLINDAMICINA,Clindamicina,1.0
E.F.G.42.558,DICLOFENACO POTASICO,Diclofenaco,1.0
E.F.G.42.559,IBUPROFENO,Ibuprofeno,1.0
E.F.G.42.560,AZITROMICINA,Azitromicina,1.0
E.F.G.42.563,IBUPROFENO,Ibuprofeno,1.0
E.F.G.42.564,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.42.568,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.G.42.570,PREGABALINA,Pregabalina,1.0
E.F.G.42.571,PREGABALINA,Pregabalina,1.0
E.F.G.42.572,FLUOXETINA,Fluoxetina,1.0
E.F.G.42.574,FLUCONAZOL,Fluconazol,1.0
E.F.G.42.575,FENTANILO,Fentanilo,1.0
E.F.G.42.576,LEVOTIROXINA SODICA,Levotiroxina,1.0
E.F.G.42.585,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.42.585,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.G.42.586,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.42.586,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.G.42.587,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.G.42.587,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.42.588,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.G.42.588,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.42.589,TAMSULOSINA,Tamsulosina,1.0
E.F.G.42.590,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.42.591,DEXAMETASONA FOSFATO,Dexametasona,1.0
E.F.G.42.592,LANSOPRAZOL,Lansoprazol,1.0
E.F.G.42.593,PEROXIDO DE BENZOILO,Benzoilo Peroxido,1.0
E.F.G.42.594,PEROXIDO DE BENZOILO,Benzoilo Peroxido,1.0
E.F.G.42.595,DEFLAZACORT,Deflazacort,1.0
E.F.G.42.598,VALSARTAN,Valsartan,1.0
E.F.G.42.599,LORATADINA,Loratadina,1.0
E.F.G.42.601,DEXAMETASONA FOSFATO SÓDICO,Dexametasona,1.0
E.F.G.42.603,BROMHEXINA,Bromhexina,1.0
E.F.G.42.604,QUETIAPINA HEMIFUMARATO,Quetiapina Hemifumarato,1.0
E.F.G.42.605,QUETIAPINA,Quetiapina,1.0
E.F.G.42.608,TAMOXIFENO,Tamoxifeno,1.0
E.F.G.42.609,ANASTROZOL,Anastrozol,1.0
E.F.G.42.610,METFORMINA,Metformina,1.0
E.F.G.42.610,SITAGLIPTINA,Sitagliptina,1.0
E.F.G.42.614,TINIDAZOL,Tinidazol,1.0
E.F.G.42.615,ACIDO CLAVULANICO,Clavulanico Acido,1.0
E.F.G.42.615,AMOXICILINA,Amoxicilina,1.0
E.F.G.42.616,FEXOFENADINA CLORHIDRATO,Fexofenadina,1.0
E.F.G.42.618,VALERATO DE ESTRADIOL,Estradiol Valerato,1.0
E.F.G.42.621,IBUPROFENO,Ibuprofeno,1.0
E.F.G.42.623,IBUPROFENO,Ibuprofeno,1.0
E.F.G.42.624,ATORVASTATINA,Atorvastatina,1.0
E.F.G.42.627,LOSARTAN POTASICO,Losartan,1.0
E.F.G.42.628,GLIMEPIRIDA,Glimepirida,1.0
E.F.G.42.63,DOMPERIDONA,Domperidona,1.0
E.F.G.42.630,LORATADINA,Loratadina,1.0
E.F.G.42.631,CLOTRIMAZOL,Clotrimazol,1.0
E.F.G.42.631,BETAMETASONA DIPROPIONATO,Betametasona Dipropionato,1.0
E.F.G.42.631,SULFATO DE GENTAMICINA,Gentamicina,1.0
E.F.G.42.632,ROSUVASTATINA,Rosuvastatina,1.0
E.F.G.42.633,CLINDAMICINA,Clindamicina,1.0
E.F.G.42.635,CIPROFLOXACINO,Ciprofloxacino,1.0
E.F.G.42.636,BESILATO DE AMLODIPINA,Amlodipino,0.9
E.F.G.42.639,DOMPERIDONA,Domperidona,1.0
E.F.G.42.642,CLOTRIMAZOL,Clotrimazol,1.0
E.F.G.42.643,TELMISARTAN,Telmisartan,1.0
E.F.G.42.644,TELMISARTAN,Telmisartan,1.0
E.F.G.42.645,CELECOXIB,Celecoxib,1.0
E.F.G.42.646,SULFAMETOXAZOL,Sulfametoxazol,1.0
E.F.G.42.646,TRIMETOPRIM,Trimetoprima,0.917
E.F.G.42.647,CLOTRIMAZOL,Clotrimazol,1.0
E.F.G.42.651,LOSARTAN POTASICO,Losartan,1.0
E.F.G.42.651,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.42.656,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.G.42.658,DOMPERIDONA,Domperidona,1.0
E.F.G.42.660,CEFADROXILO MONOHIDRATO,Cefadroxilo,1.0
E.F.G.42.663,ALOPURINOL,Alopurinol,1.0
E.F.G.42.664,ALOPURINOL,Alopurinol,1.0
E.F.G.42.665,ACECLOFENACO,Aceclofenaco,1.0
E.F.G.42.666,LEVOCETIRIZINA DICLORHIDRATO,Levocetirizina,1.0
E.F.G.42.667,METFORMINA CLORHIDRATO,Metformina,1.0
E.F.G.42.667,SITAGLIPTINA CLORHIDRATO MONOHIDRATO,Sitagliptina,1.0
E.F.G.42.668,KETOROLACO,Ketorolaco,1.0
E.F.G.42.669,TIOCOLCHICOSIDO,Tiocolchicosido,1.0
E.F.G.42.669,IBUPROFENO,Ibuprofeno,1.0
E.F.G.42.673,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.42.674,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.42.675,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.42.675,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.G.42.676,ROSUVASTATINA,Rosuvastatina,1.0
E.F.G.42.677,ROSUVASTATINA,Rosuvastatina,1.0
E.F.G.42.678,CABERGOLINA,Cabergolina,1.0
E.F.G.42.679,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.42.680,METRONIDAZOL,Metronidazol,1.0
E.F.G.42.681,PACLITAXEL,Paclitaxel,1.0
E.F.G.42.682,CLINDAMICINA,Clindamicina,1.0
E.F.G.42.683,SULFATO DE ATROPINA,Atropina,1.0
E.F.G.42.684,LORATADINA,Loratadina,1.0
E.F.G.42.685,DESLORATADINA,Desloratadina,1.0
E.F.G.42.688,TIOCOLCHICOSIDO,Tiocolchicosido,1.0
E.F.G.42.689,LAMOTRIGINA,Lamotrigina,1.0
E.F.G.42.690,LAMOTRIGINA,Lamotrigina,1.0
E.F.G.42.692,FEXOFENADINA CLORHIDRATO,Fexofenadina,1.0
E.F.G.42.694,METOTREXATO,Metotrexato,1.0
E.F.G.42.697,ONDANSETRON,Ondansetron,1.0
E.F.G.42.698,ONDANSETRON,Ondansetron,1.0
E.F.G.42.699,ACIDO FOLICO,Folico Acido,1.0
E.F.G.42.700,FINASTERIDA,Finasterida,1.0
E.F.G.42.701,NIMODIPINO,Nimodipino,1.0
E.F.G.42.705,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.42.705,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.G.42.706,FINASTERIDA,Finasterida,1.0
E.F.G.42.707,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.42.708,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.42.709,FLUCONAZOL,Fluconazol,1.0
E.F.G.42.710,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.42.711,TRETINOINA,Tretinoina,1.0
E.F.G.42.711,HIDROQUINONA,Hidroquinona,1.0
E.F.G.42.712,QUETIAPINA,Quetiapina,1.0
E.F.G.42.713,ACICLOVIR,Aciclovir,1.0
E.F.G.42.717,CETIRIZINA CLORHIDRATO,Cetirizina,1.0
E.F.G.42.718,KETOCONAZOL,Ketoconazol,1.0
E.F.G.42.720,MONTELUKAST,Montelukast,1.0
E.F.G.42.722,GLIMEPIRIDA,Glimepirida,1.0
E.F.G.42.727,IBUPROFENO,Ibuprofeno,1.0
E.F.G.42.728,AZTREONAM,Aztreonam,1.0
E.F.G.42.729,METRONIDAZOL,Metronidazol,1.0
E.F.G.42.730,CLOPIDOGREL,Clopidogrel,1.0
E.F.G.42.731,DOMPERIDONA,Domperidona,1.0
E.F.G.42.734,KETOROLACO,Ketorolaco,1.0
E.F.G.42.735,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.G.42.741,SECNIDAZOL,Secnidazol Anhidro,1.0
E.F.G.42.748,IVERMECTINA,Ivermectina,1.0
E.F.G.42.749,DULOXETINA,Duloxetina,1.0
E.F.G.42.750,CANDESARTAN,Candesartan,1.0
E.F.G.42.751,OLMESARTAN MEDOXOMILO,Olmesartan Medoxomilo,1.0
E.F.G.42.752,OLMESARTAN MEDOXOMILO,Olmesartan Medoxomilo,1.0
E.F.G.42.755,ACICLOVIR,Aciclovir,1.0
E.F.G.42.757,GENTAMICINA,Gentamicina,1.0
E.F.G.42.761,METFORMINA,Metformina,1.0
E.F.G.42.762,CANDESARTAN,Candesartan,1.0
E.F.G.42.763,RANITIDINA,Ranitidina,1.0
E.F.G.42.764,BROMHEXINA,Bromhexina,1.0
E.F.G.42.765,LORATADINA,Loratadina,1.0
E.F.G.42.766,LORATADINA,Loratadina,1.0
E.F.G.42.766,AMBROXOL CLORHIDRATO,Ambroxol,1.0
E.F.G.42.769,LACTULOSA,Lactulosa,1.0
E.F.G.42.771,LOSARTAN POTASICO,Losartan,1.0
E.F.G.42.772,IBUPROFENO,Ibuprofeno,1.0
E.F.G.42.773,FLUCONAZOL,Fluconazol,1.0
