proveedor,descripcion,costo,ef,estado,motivo
cobeca,JAB REXONA BARRA ANTIB FRESH 110G X 3,4.6,,sin_match,sin_candidato
cobeca,JAB RINTI AZUFRADO 90G,5.4,,sin_match,sin_candidato
cobeca,JAB RINTI MEDICADO 90G,6.38,,sin_match,sin_candidato
cobeca,JAB/INTIMO AGRADO 500 ML,5.61,,sin_match,sin_candidato
cobeca,JABON CHLORHEXIDEX 2% X 250ML,20.16,,sin_match,sin_candidato
cobeca,JABON LIQ P/MANOS GEODERM 500ML,22.34,,sin_match,sin_candidato
cobeca,JACKS CHICHARRON PICANTE 180G,5.84,,no_farmaco,
cobeca,JALZER MET TAB 50MG/850MG X 30,16.72,,sin_match,score_bajo
cobeca,JARIT CAP BLD 100MG X30 VIV,37.14,,sin_match,score_bajo
cobeca,JENGIBRE JBE 120ML RECETT,4.23,,sin_match,sin_candidato
cobeca,JENGIBRE MIEL JBE 120ML ARC IRIS,10,,sin_match,score_bajo
cobeca,JENGIBRE MIEL JBE 120ML FC,7.71,,sin_match,score_bajo
cobeca,JENGIBRE/BERRO JBE S/AZUCAR X 120ML,4.19,,sin_match,score_bajo
cobeca,JENGIBRE/ZINC/VIT C JBE 180 BIOF,7.55,,sin_match,score_bajo
cobeca,JER BRIUTCARE EXTRAC D/SANGRE 21 X25,30.84,,no_farmaco,
cobeca,JER DESC BRIUTCARE C/AG 10ML X100,31.17,,no_farmaco,
cobeca,JER DESC BRIUTCARE C/AG 1ML X100,19.48,,no_farmaco,
cobeca,JER DESC BRIUTCARE C/AG 3ML X100,23.38,,no_farmaco,
cobeca,JER DESC BRIUTCARE C/AG 5ML X100,23.38,,no_farmaco,
cobeca,JER GROSSMED 0.5 C/AGUJ INT 30G 1/2X100,14.18,,no_farmaco,
cobeca,JER GROSSMED 1 C/AGUJ INT 30G 1/2X100,10.38,,no_farmaco,
cobeca,JER GROSSMED 1 C/AGUJA 27G 1/2 X 100,6.96,,no_farmaco,
cobeca,JER GROSSMED 3 C/AGUJA 21G 1 1/2 X 100,6.18,,no_farmaco,
cobeca,JER GROSSMED 5 C/AGUJA 21G 1 1/2 X 100,7.16,,no_farmaco,
cobeca,JER GROSSMED 60 S/AGUJA TOOMEY X 50,19.95,,no_farmaco,
cobeca,JER PLUSMEDIC 10ML 21 1/2 X100,17.64,,no_farmaco,
cobeca,JER PLUSMEDIC 1ML 30GX5/16   X100,15.36,,no_farmaco,
cobeca,JER PLUSMEDIC 20ML 21 X1 1/2 X50,16.87,,no_farmaco,
cobeca,JER PLUSMEDIC 3ML 21 1/2 X100,13.35,,no_farmaco,
cobeca,JER PLUSMEDIC 5ML 21 1/2 X100,14.4,,no_farmaco,
cobeca,JER PLUSMEDIC PED 3ML 22G 1 X100,14.85,,sin_match,sin_candidato
cobeca,JUEGO GEOMETRICO FLEXIBLE 30CM X 4,3.5,,no_farmaco,
cobeca,JUEGO GEOMETRICO FLEXIBLE X 3PZA,2.27,,no_farmaco,
cobeca,JUEGO GEOMETRICO TRANSPARENTE 30CM X4,1.92,,no_farmaco,
cobeca,JUGO VIVO BERRIES S/AZU SOB 7G X10,0.4,,sin_match,score_bajo
cobeca,KADOLEX TAB 25MG X10 ANG/H,6.55,,sin_match,sin_candidato
cobeca,KAPET TAB REC 75MG X14 MEY,4.66,,sin_match,score_bajo
cobeca,KATIVIL SOL ORAL 1/10ML S/AZU 240ML COFA,9.79,,sin_match,score_bajo
cobeca,KATIVIL SOL ORAL 1G/10ML S/AZU 90ML COFA,4.3,,sin_match,score_bajo
cobeca,KATIVIL SOL ORAL 1G/10ML S/AZU120ML COFA,5.99,,sin_match,score_bajo
cobeca,KATRIN AMP 30MG/ML X 1,7.75,E.F.38.074,matched,score=0.797
cobeca,KAYIVIS SOL X 10 ML,9.96,E.F.42.567,matched,score=0.719
cobeca,KAZEPINA PVO PED100MG/5ML NAR 60ML ANG/H,3.39,,sin_match,sin_candidato
cobeca,KEGEL TRAINER PLUSONE,136.3,,no_farmaco,
cobeca,KELAC SOL INY 30MG/ML X1,4.81,E.F.30.748,matched,score=0.723
cobeca,KELAC SOL INY 30MG/ML X3 MEG,9.61,E.F.30.748,matched,score=0.732
cobeca,KELAC TAB SL 30MG X4 MEG,4.55,E.F.42.343,matched,score=0.617
cobeca,KELFEN CAP 50MG X10 MEG,4.16,E.F.31.304,matched,score=0.736
cobeca,KELFEN COMP 100MG X20 MEG,6.49,E.F.28.589,matched,score=0.756
cobeca,KEPPRA SOL/ORAL 100MG/MG X 300ML,101.18,,sin_match,score_bajo
cobeca,KEPPRA TAB 1000MG X 30,57.87,E.F.37.980,matched,score=0.687
cobeca,KEPPRA TAB 500MG X 30,33.12,E.F.37.979,matched,score=0.673
cobeca,KEPRORET JBE 1MG/ML 120ML L.O,8.22,,sin_match,score_bajo
cobeca,KERATIUM CAP 300MG X60 NAT PREM,7.29,,sin_match,sin_candidato
cobeca,KESITOS MUNCHY 85G,1.01,,no_farmaco,
cobeca,KESITOS XXL X 180G,2.1,,no_farmaco,
cobeca,KETAZOL CHAMPU 60ML VARG,14.79,E.F.25.621,matched,score=0.639
cobeca,KETAZOL CREM 15G VARG,4.66,E.F.25.126,matched,score=0.607
cobeca,KETAZOL OVU VAG 400MG X3 VARG,13.1,E.F.25.867,matched,score=0.667
cobeca,KETOBLUX AMP 100MG/2ML X10 BLUE/M,25.97,,sin_match,sin_candidato
cobeca,KETOCONAZOL CHAMPU 2% 100ML TIAR,10.91,E.F.G.43.274,matched,score=0.704
cobeca,KETOCONAZOL CREM 2% 15G KIMIC,3.7,,sin_match,score_bajo
cobeca,KETOCONAZOL CREM 2% 20G PORTU,2.31,,sin_match,score_bajo
cobeca,KETOCONAZOL CREM TOP 2% 30G TIAR,3.74,,sin_match,score_bajo
cobeca,KETODEX TAB ENT 100MG X10 PLX,4.3,E.F.42.916,matched,score=0.659
cobeca,"KETOGEL GEL TOP 2,5% 30G TIAR",4.68,,sin_match,sin_candidato
cobeca,KETOGESIC 10 CAP BLD 100MG X10 PLN,5.79,,sin_match,score_bajo
cobeca,KETOMED CHAMPU 100ML MEG,26.62,,sin_match,score_bajo
cobeca,KETOPROFENO AMP 100MG X1 COFA,2.6,E.F.G.35.019,matched,score=0.957
cobeca,KETOPROFENO AMP 100MG/2ML X2 LETI,15.23,E.F.G.35.019,matched,score=0.913
cobeca,KETOPROFENO AMP IV/IM 100MG X10 TIAR,21.26,,sin_match,score_bajo
cobeca,KETOPROFENO CAP 100MG X10 ADN,2.42,E.F.G.29.236,matched,score=0.878
cobeca,KETOPROFENO CAP 100MG X10 CLX,3.26,E.F.G.41.682,matched,score=0.922
cobeca,KETOPROFENO CAP 100MG X10 LETI,2.62,E.F.G.35.351,matched,score=0.922
cobeca,KETOPROFENO CAP 100MG X10 MEDV,2.25,E.F.G.29.236,matched,score=0.878
cobeca,KETOPROFENO CAP 100MG X20 CLX,4.83,E.F.G.41.682,matched,score=0.922
cobeca,KETOPROFENO CAP 100MG X20 LETI,7.92,E.F.G.35.351,matched,score=0.922
cobeca,KETOPROFENO CAP 100MG X20 PHARME,5.81,E.F.G.29.236,matched,score=0.878
cobeca,KETOPROFENO COMP REC 100MG X10 PLX,3.94,E.F.G.35.019,matched,score=0.800
cobeca,"KETOPROFENO GEL 2,5% 50G DIST",8.88,E.F.G.43.918,matched,score=0.752
cobeca,KETOPROFENO TAB REC 100MG X20 PLX,6.15,E.F.G.35.019,matched,score=0.800
cobeca,KETOREL COM/ORODISP 30MG X 4,7.28,E.F.42.483,matched,score=0.695
cobeca,KETOROLAC SOL IM/IV 30MG/ML X10 ADN,12.57,,sin_match,score_bajo
cobeca,KETOROLAC/TROM TAB SUBL 30MGX4 PHARME,4.51,,sin_match,score_bajo
cobeca,KETOROLACO AMP 30MG/1ML X 10 CR GM,14.55,E.F.G.42.668,matched,score=0.848
cobeca,KETOROLACO AMP 30MG/ML X3 TAO,4.49,E.F.G.42.686,matched,score=0.844
cobeca,KETOROLACO SOL INY 30MG/ML X3 CR CCM,13.42,E.F.G.42.686,matched,score=0.844
cobeca,KETOROLACO TROMETAMINA TAB 20MG X10 FMED,1.33,E.F.G.36.886,matched,score=0.863
cobeca,KETOVEN CREM 2% 30G SGG,8.26,,sin_match,sin_candidato
cobeca,KEYDOL COMP REC 400MG/4MG X10 MEG,3.92,,sin_match,score_bajo
cobeca,KEYDOL COMP REC 400MG/4MG X20 MEG,6.21,,sin_match,score_bajo
cobeca,KEYDOL COMP REC 600MG/4MG X10 MEG,5.06,,sin_match,score_bajo
cobeca,KEYDOL COMP REC 600MG/4MG X20 MEG,8.78,,sin_match,score_bajo
cobeca,KIDCAL SUSP 300MG TUTTI FRUTTI 180ML FAR,9.84,,sin_match,score_bajo
cobeca,KINEX TAB 2MG X 30,19.98,,sin_match,sin_candidato
cobeca,KIT AVISPA PROTEC LIENDRES/PIOJOS,14.7,,no_farmaco,
cobeca,KIT BOLSA D/COMBINACION PLUSMEDIC 2000ML,13.16,,no_farmaco,
cobeca,KIT CATETER HEMODIAL PLUSMEDIC FR12 20CM,57.94,,no_farmaco,
cobeca,KIT CATETER IV PLUSMEDIC FR7F 20CM,61.45,,no_farmaco,
cobeca,KIT CLINICO MASC MANAPLAS,14.99,,no_farmaco,
cobeca,KIT D/CUIDADO GENIAL BEBE,10,,no_farmaco,
cobeca,KIT P/NEBULIZAR PLUSMEDIC AD,2.41,,no_farmaco,
cobeca,KIT P/NEBULIZAR PLUSMEDIC PED,2.41,,sin_match,score_bajo
cobeca,KIT RINTI CONSENTIDOR,17.25,,no_farmaco,
cobeca,KIT RINTI PREVENTIVO,17.25,,no_farmaco,
cobeca,"KIT TINTE DRENE COLOR CAS CLA CAO 5,5 X2",8.89,,sin_match,score_bajo
cobeca,KIT TINTE DRENE COLOR RUB/OSC CHOCO 6.53,5.69,,sin_match,sin_candidato
cobeca,KIT TINTE DRENE COLOR RUB/OSCURO 6.0,5.69,,sin_match,sin_candidato
cobeca,KLAS CAP 100MG X20 ELM,3.26,E.F.25.409,matched,score=0.643
cobeca,KLAS JBE 120ML ELM,4.13,,sin_match,score_bajo
cobeca,KLAS JBE 60ML ELM,2.78,,sin_match,score_bajo
cobeca,KLINCOSAL SUSP SAB/UVA X 180ML,9.09,,sin_match,score_bajo
cobeca,KLINCOSAL TAB MAST 202MG/100MG UVAX30MEG,9.74,,sin_match,score_bajo
cobeca,KLINCOSAL TAB/MAST 262MG/100MG FRESA X30,9.74,,sin_match,score_bajo
cobeca,KOENZYM Q10 CAP 100MG X30 DOLLY,15.21,,sin_match,sin_candidato
cobeca,KOMENCY TAB/REC 10MG X 30,10.65,,sin_match,score_bajo
cobeca,KOMENCY TAB/REC 20MG X 30,14.36,,sin_match,score_bajo
cobeca,"KUARA SOL OFT 0,2% 3ML MEG",9.61,,sin_match,score_bajo
cobeca,KURD & CARE PVO SUSP ORAL 250ML,2.83,,sin_match,sin_candidato
cobeca,L-ARGININA/L-CITRULINA CAP X30 VAL,13.69,,sin_match,score_bajo
cobeca,L-CARNITINA CAP 500MG X30 VAL,16.6,,sin_match,score_bajo
cobeca,L-CARNITINA CAP BLD 500MG X30,10.44,,sin_match,score_bajo
cobeca,L-CARNITINA CAP BLD 500MG X60,13.87,,sin_match,score_bajo
cobeca,L-CARNITINA SOL ORAL 1G/10ML 120ML FC,7.21,E.F.G.35.022,matched,score=0.757
cobeca,L-CARNITINA TAB X 60 ARC IRIS,16.23,,sin_match,score_bajo
cobeca,L-GLUTAMINA CAP 500MG X30 VAL,11.06,,sin_match,score_bajo
cobeca,L-GLUTAMINA CAP X60 NAT PREM,7.3,,sin_match,score_bajo
cobeca,L-GLUTAMINA/VIT B12 X 60 HERBAPLANT,13.18,,no_farmaco,
cobeca,L-TAURINA CAP 500MG X100 NOW,16.75,,sin_match,sin_candidato
cobeca,L-TREONATO D/MAGENSIO CAP 670MG X30 VAL,34.57,,sin_match,sin_candidato
cobeca,LABIAL LABELLO PROT MED REPAIR FPS 15,3.28,,no_farmaco,
cobeca,"LABIAL LABELLO PROTEC FRESA 4,8G",3.5,,no_farmaco,
cobeca,LABIAL PROTECTOR NEVADA COCO,2.49,,no_farmaco,
cobeca,LABIAL PROTECTOR NEVADA MANZ,2.49,,no_farmaco,
cobeca,LABIAL PROTECTOR NEVADA NAT,2.49,,no_farmaco,
cobeca,LABIAL PROTECTOR NIVEA BLACK BERRY SHINE,3.5,,no_farmaco,
cobeca,LABIAL PROTECTOR NIVEA ORIG CARE,3.5,,no_farmaco,
cobeca,LACA FIJ AMALFI FUERTE 200ML,6.87,,no_farmaco,
cobeca,LACRIDOS SOL OFT 15ML L.O,9.6,,sin_match,score_bajo
cobeca,LACRIFORT SOL OFT 15ML L.O,11.01,,sin_match,score_bajo
cobeca,LACTBET CAP 3000U X10 BIOT,6.25,E.F.36.925,matched,score=0.719
cobeca,"LACTIBON BARRA SYNDET PH3,5 120G",14.29,,sin_match,sin_candidato
cobeca,LACTOVAC LACTOBACIL ADIPHILUS 12ML PROBI,5.71,,no_farmaco,
cobeca,LACTOVIGOR SAN SIMON PVO 400G,3.76,,sin_match,score_bajo
cobeca,LACTOVIGOR SAN SIMON PVO 900G,7.34,,sin_match,score_bajo
cobeca,LAFARCAINA PAST MIEL/LIMON X 16,3.62,,no_farmaco,
cobeca,LAFARCAINA TAB NAR X16 ELM,3.62,,sin_match,score_bajo
cobeca,LAFARCAINA TAB TUTTI FRUTTI X 16,3.62,E.F.G.42.656,matched,score=0.621
cobeca,LAGEMIN TAB DISPER 100MG X10 GEMA,1.78,E.F.43.637,matched,score=0.647
cobeca,LAGEMIN TAB DISPER 25MG X10 GEMA,1.21,E.F.43.612,matched,score=0.634
cobeca,LAGEMIN TAB DISPER 25MG X30 GEMA,3.01,E.F.43.612,matched,score=0.634
cobeca,LAGEMIN TAB DISPER 50MG X10 GEMA,1.25,E.F.43.611,matched,score=0.634
cobeca,LAGEMIN TAB DISPER 50MG X30 GEMA,2.92,E.F.43.611,matched,score=0.634
cobeca,LAGRICOF SOL OFT 15ML COFA,9.96,,sin_match,sin_candidato
cobeca,LAGRIMAS ARTIFICIALES SOL OFT 15ML L.O,8.48,,sin_match,sin_candidato
cobeca,LAMEDOR C/ZABILA JBE ADU S/AZUCAR X120ML,5.05,,sin_match,score_bajo
cobeca,LAMEDOR C/ZABILA JBE PED 120ML RECETT,4.05,,sin_match,sin_candidato
cobeca,LAMEDOR C/ZABILA JBE PED S/AZUCAR X120ML,3.55,,sin_match,score_bajo
cobeca,LAMEDOR JBE 120ML CHEM/S,5.82,,sin_match,sin_candidato
cobeca,LAMEDOR JBE ADU S/AZUCAR X 120ML,3.55,,sin_match,score_bajo
cobeca,LAMEDOR JBE COMPU 120ML CHEM/S,5.82,,sin_match,sin_candidato
cobeca,LAMEDOR JBE PED S/AZUCAR X 120ML,3.01,,sin_match,score_bajo
cobeca,LAMICTAL COMP 25MG X30 FAR,12.99,E.F.44.410,matched,score=0.665
cobeca,LAMICTAL TAB MAST 100 MG X30 FARMA,30.86,,sin_match,score_bajo
cobeca,LAMICTAL TAB/MAST 50MG X 30,20.06,,sin_match,score_bajo
cobeca,"LAMOFLOX SOL OFT 0,5% 5ML DIEMA",13.12,,sin_match,score_bajo
cobeca,LAMOTRIGINA TAB 100MG X10 GEAG,4.04,E.F.G.42.689,matched,score=0.878
cobeca,LAMOTRIGINA TAB 100MG X30 CR LATT,7.79,E.F.G.42.689,matched,score=0.878
cobeca,LAMOTRIGINA TAB AD 100MG X28 CR CCM,7.88,E.F.G.44.647,matched,score=0.662
cobeca,LAMPRAL SOL/INY 4MG/2ML X2 AMP BIOTECH,4.05,E.F.44.183,matched,score=0.629
cobeca,LANCERAN SOL ORAL 5MG/5ML 120ML BIOQ,4.91,,sin_match,sin_candidato
cobeca,LANCETAS BLESS EXTRAIBLES 30G X 100,4.67,,no_farmaco,
cobeca,LANCETERO LANCING DEVICE GE X1,6.21,,no_farmaco,
cobeca,LANOLZINC PMDA TUBO 60G VLM,8.16,,no_farmaco,
cobeca,LANSOPRAZOL CAP 30MG X28 CLX,7.64,E.F.G.28.874,matched,score=0.902
cobeca,LANTUS SOLOSTAR 3ML/100UI X1CART CLX,46.97,,no_farmaco,
cobeca,LANTUS VIAL 100UI 10ML X1 CLX,53.06,,no_farmaco,
cobeca,LANZADOR MED 20 DARDOS,95.6,,no_farmaco,
cobeca,LANZADOR MED 6 DARDOS,36.87,,no_farmaco,
cobeca,LAPICES BICOLOR SOLITA X12,3.43,,no_farmaco,
cobeca,LAPICES COLORES SOLITA PLAST X12,2.85,,no_farmaco,
cobeca,"LAPICES D/COLORES BAMBARY HEAXGON 7""X12",3.85,,no_farmaco,
cobeca,"LAPICES D/COLORES BAMBARY HEXAGON 7""X24",8.58,,no_farmaco,
cobeca,LAPICES D/COLORES BAMBARY MIN/TRIANG X12,1.58,,no_farmaco,
cobeca,LAPICES D/COLORES SOLITA PREMIUM X12,5.65,,no_farmaco,
cobeca,LAPICES D/COLORES SOLITA PREMIUM X24,11.33,,no_farmaco,
cobeca,LAPICES D/COLORES SOLITA PREMIUM X36,16.99,,no_farmaco,
cobeca,LAPICES D/COLORES X36,8.14,,no_farmaco,
cobeca,LAPIZ D/COL BORRABLES X12,3.64,,no_farmaco,
cobeca,LAPIZ JUMBO D/COL TRIANG C/SAC,10.5,,no_farmaco,
cobeca,LAPIZ JUMBO D/COL TRIANGULARES X12,9.62,,no_farmaco,
cobeca,LAPIZ SOLITA GRAFITO HEXAGONAL X12,2.58,,no_farmaco,
cobeca,LASIX COMP 40MG X12 CLX,5.4,,sin_match,score_bajo
cobeca,"LATACOF DUO SOL OFT 2,5ML COFA",13.32,,sin_match,score_bajo
cobeca,"LATACOF SOL OFT 2,5ML COFA",15.84,,sin_match,sin_candidato
cobeca,LAVAP CREM AXION BICARBONATO 7EN1 450G,3.86,,sin_match,score_bajo
cobeca,LAVAP CREM AXION M/USO 450G,3.56,,sin_match,sin_candidato
cobeca,LAVAP LIQ AXION BICARBONATO 7EN1 750ML,7.46,,no_farmaco,
cobeca,LAVAP LIQ AXION LIMON 400ML,4.43,,no_farmaco,
cobeca,LAVAP LIQ AXION LIMON 750ML,7.46,,no_farmaco,
cobeca,LAVAP LIQ VENSOL MARACUYA 500ML,2.89,,no_farmaco,
cobeca,LAVAPLATOS AXION CREM LIMON X850G,6.12,,sin_match,score_bajo
cobeca,LAVAPLATOS BRISOL LIQ X 825ML,7.13,,no_farmaco,
cobeca,LAXALIX TAB LR 5MG X100 PORTU,11.48,,sin_match,sin_candidato
cobeca,LAXOPRO COMP REC 5MG X10 DISK,2.03,,sin_match,score_bajo
cobeca,LECHE CONDENSADA TIGO LATA 395G,2.69,,no_farmaco,
cobeca,LECHE CONDESADA NESTLE AZUCARADA 395G,3.85,,no_farmaco,
cobeca,LECHE DESCREM PVO SVELTY 400G,9.69,,sin_match,score_bajo
cobeca,LECHE DESLACTO NIDO FORTICRECE 800G,25.53,,no_farmaco,
cobeca,LECHE EVAPORADA CARNATION 395G,3.3,,no_farmaco,
cobeca,LECHE EVAPORADA TIGO LATA 354ML,2.63,,no_farmaco,
cobeca,LECHE LA CAMPESINA COMP HIERRO/VIT 400G,8.24,,sin_match,score_bajo
cobeca,LECHE LA CAMPESINA COMPLE HIERRO/VIT800G,14.27,,no_farmaco,
cobeca,LECHE LA CAMPESINA PVO NUTRIRINDE X 400G,5.32,,sin_match,score_bajo
cobeca,LECHE LIMP FACIAL DERNIER 120ML,5.01,,no_farmaco,
cobeca,LECHE LIMP FACIAL VERABELL 200ML,6.43,,no_farmaco,
cobeca,LECHE LIMP LIVING C/AC LACTICO 120ML,4.54,,no_farmaco,
cobeca,LECHE MAGNESIA SALUDX SUSP ORAL X 100ML,3.74,,sin_match,score_bajo
cobeca,"LECHE MAGNESIA SUSP ORAL 8,5G 120ML BIOF",6.01,P.F.352,matched,score=0.681
cobeca,LECHE MAGNESIA SUSP ORAL MENTA120ML BIOF,6.01,P.F.352,matched,score=0.621
cobeca,LECHE NIDO 1+ DESLACT LATA 800G,24.44,,no_farmaco,
cobeca,LECHE PVO SAN SIMON COMPLE 125G,2.65,,sin_match,score_bajo
cobeca,LECHE PVO SAN SIMON COMPLE 400G,7.69,,sin_match,score_bajo
cobeca,LECHE PVO SAN SIMON COMPLE 900G,15.5,,sin_match,score_bajo
cobeca,LECHE PVO SAN SIMON SEMIDES DESLACT 400G,8.88,,sin_match,score_bajo
cobeca,LECHE PVO SAN SIMON SEMIDESCREM 900G,18.19,,sin_match,score_bajo
cobeca,LECHE SAN SIMON DESCREM 400G,8.19,,no_farmaco,
cobeca,LECHE SAN SIMON SEMIDESCREM 400G,8,,no_farmaco,
cobeca,LECHE SVELTY C/COLAG DESCREM S/LACT 500G,18.79,,no_farmaco,
cobeca,LECHE SVELTY SEMIDESCREM 400G,9.3,,no_farmaco,
cobeca,LECHE UHT SAN SIMON DESCREM 1L,3.11,,no_farmaco,
cobeca,LECHE UHT SAN SIMON DESLACTO 1L,3.13,,no_farmaco,
cobeca,LECHE UHT SAN SIMON ENTERA 1L,3.12,,no_farmaco,
cobeca,LECITHIN CAP 1200MG X100 NOW,22,,sin_match,sin_candidato
cobeca,LEFLUNOMIDA TAB 20MG X30 CR MT,18.64,E.F.30.537,matched,score=0.730
cobeca,LEJIA TAPA AMARILLA JABONOSA X 1L,2.05,,no_farmaco,
cobeca,LENTE DELTAPLUS SEGURIDAD CLA,5.99,,no_farmaco,
cobeca,LENTES D/CONTACTO RADIANCE AVELL X2,6.6,,no_farmaco,
cobeca,LENTES D/CONTACTO RADIANCE GRIS X2,6.6,,no_farmaco,
cobeca,LENTES D/CONTACTO RADIANCE MIEL X2,6.6,,no_farmaco,
cobeca,LENTES D/CONTACTO RADIANCE VERD X2,6.6,,no_farmaco,
cobeca,"LENTES D/LECTURA OPTIKO 102023 AZUL +1,5",6.63,,no_farmaco,
cobeca,"LENTES D/LECTURA OPTIKO 102023 AZUL +2,0",6.63,,no_farmaco,
cobeca,"LENTES D/LECTURA OPTIKO 102023 AZUL +2,5",6.63,,no_farmaco,
cobeca,"LENTES D/LECTURA OPTIKO 102023 AZUL +3,0",6.63,,no_farmaco,
cobeca,"LENTES D/LECTURA OPTIKO 102041 GRIS +1,5",6.63,,no_farmaco,
cobeca,"LENTES D/LECTURA OPTIKO 102041 GRIS +2,0",6.63,,no_farmaco,
cobeca,"LENTES D/LECTURA OPTIKO 102041 GRIS +2,5",6.63,,no_farmaco,
cobeca,"LENTES D/LECTURA OPTIKO 102041 GRIS +3,0",6.63,,no_farmaco,
cobeca,"LENTES D/LECTURA OPTIKO 102041 NEGR +1,5",6.63,,no_farmaco,
cobeca,"LENTES D/LECTURA OPTIKO 102041 NEGR +2,0",6.63,,no_farmaco,
cobeca,"LENTES D/LECTURA OPTIKO 102041 NEGR +3,0",6.63,,no_farmaco,
cobeca,"LENTES D/LECTURA OPTIKO 127073 BURG +1,5",6.63,,no_farmaco,
cobeca,"LENTES D/LECTURA OPTIKO 127073 BURG +2,0",6.63,,no_farmaco,
cobeca,"LENTES D/LECTURA OPTIKO 127073 BURG +2,5",6.63,,no_farmaco,
cobeca,"LENTES D/LECTURA OPTIKO 127073 BURG +3,0",6.63,,no_farmaco,
cobeca,LENTOCILIN AMP 6.3.3 X1 DORO,9.74,E.F.38.587,matched,score=0.929
cobeca,LEOVAL TAB 500MG X30 FC PHARMA,17.73,,sin_match,sin_candidato
cobeca,LEPRIT TAB 25MG X30 PHARME,8.67,E.F.37.188,matched,score=0.797
cobeca,LEPTAZINE COMP 10MG X24 MEG,8.18,E.F.17.826,matched,score=0.720
cobeca,LEPTAZINE COMP 5MG X30 MEG,6.1,E.F.16.386,matched,score=0.752
cobeca,LERCANIDIPINA CLORH COMP REC 10MGX30 GNV,27.31,,sin_match,score_bajo
cobeca,LERCANIDIPINA COMP REC 10MG X30 VARG,13.61,E.F.G.43.619,matched,score=0.704
cobeca,LERCANIDIPINA COMP REC 20MG X30 VARG,19.04,E.F.G.43.620,matched,score=0.704
cobeca,LERCANIDIPINA HCL COMP REC 20MG X10 LETI,7.1,,sin_match,score_bajo
cobeca,LERCANIDIPINA HCL COMP REC 20MG X30 LETI,30.39,,sin_match,score_bajo
cobeca,LERCANIDIPINO TAB REC 10MG X30 CLX,12.43,E.F.G.43.991,matched,score=0.737
cobeca,LERCANIDIPINO TAB REC 20MG X30 CLX,17.32,E.F.G.44.311,matched,score=0.722
cobeca,LESTECOL TAB REC 20MG X30 BIOTECH,8.77,,sin_match,score_bajo
cobeca,LESTECOL TAB REC 40MG X30 BIOTECH,12.99,,sin_match,score_bajo
cobeca,LETISAN CAP 500MG X10 LETI,4.68,E.F.33.641,matched,score=0.706
cobeca,LETISAN CAP 500MG X30 LETI,11.41,E.F.33.641,matched,score=0.706
cobeca,LETISAN COM/REC 1000MG X 30,12.42,,sin_match,score_bajo
cobeca,LETISAN GTS PED 20ML LETI,13.16,,sin_match,score_bajo
cobeca,LETISAN SOL ORAL 100MG/ML 120ML LEIT,10.84,,sin_match,score_bajo
cobeca,LETISAN TAB MAST 500MG FRUTAS X10 LETI,4.74,,sin_match,score_bajo
cobeca,LETISAN TAB/MAST 500MG UVA X 10,10.59,,sin_match,score_bajo
cobeca,"LETROZOL TAB REC 2,5MG X30 CR MT",10.26,E.F.37.661,matched,score=0.805
cobeca,LEVADURA D/CERVEZA CAP 500MGX60 ARC IRIS,13.64,,sin_match,sin_candidato
cobeca,LEVAMOX TAB 750MG X10 FC,13.09,E.F.42.905,matched,score=0.825
cobeca,LEVETIRACETAM JBE 100MG/ML 300ML DORO,30.19,,sin_match,score_bajo
cobeca,LEVETIRACETAM TAB 1000MG X10 MED/SUP,10.22,E.F.G.41.919,matched,score=0.932
cobeca,LEVETIRACETAM TAB REC 500MG X30 CLEO,10.95,E.F.G.43.729,matched,score=0.757
cobeca,LEVOFERIN JBE 30MG/5ML 90ML VIN,9.75,,sin_match,score_bajo
cobeca,LEVOFLOXACINA COMP REC 500MG X10 GVN,15.68,E.F.G.35.920,matched,score=0.757
cobeca,LEVOFLOXACINA INF INY 500MG/100ML BLUE/M,1.51,E.F.G.37.449,matched,score=0.727
cobeca,LEVOFLOXACINA INF INY 500MG/100ML CRDIST,2.75,E.F.G.37.449,matched,score=0.662
cobeca,LEVOFLOXACINA TAB 500MG X10 ANG/H,8.12,E.F.G.43.817,matched,score=0.907
cobeca,LEVOFLOXACINA TAB 500MG X10 BLUE/M,8.13,E.F.G.32.188,matched,score=0.878
cobeca,LEVOFLOXACINA TAB 500MG X10 CR DIST,4.65,E.F.G.32.188,matched,score=0.878
cobeca,LEVOFLOXACINA TAB 750MG X5 CLX,9.14,E.F.G.43.531,matched,score=0.878
cobeca,LEVOFLOXACINA TAB 750MG X7 CR LATT,3.9,E.F.G.43.531,matched,score=0.878
cobeca,LEVOFLOXACINA TAB REC 500MG X10 BIU,3.09,E.F.G.35.920,matched,score=0.757
cobeca,LEVOFLOXACINA TAB REC 500MG X7 PHARME,8.42,E.F.G.35.920,matched,score=0.757
cobeca,LEVOFLOXACINA TAB REC 750MG X10 CR DIST,9.71,E.F.G.43.531,matched,score=0.757
cobeca,LEVOFLOXACINO COMP 500MG X7 RNV,3.96,E.F.G.38.925,matched,score=0.855
cobeca,LEVOFLOXACINO COMP 750MG X5 RNV,5.29,E.F.G.38.926,matched,score=0.855
cobeca,LEVOFLOXACINO TAB 500MG X10 CLX,9.94,E.F.G.38.925,matched,score=0.855
cobeca,LEVOFLOXACINO TAB REC 500MG X5 ADN,3,E.F.G.38.925,matched,score=0.733
cobeca,LEVOFLOXACINO TAB REC 500MG X5 CLX,5.45,E.F.G.38.925,matched,score=0.733
