nombre,nombre_generico_en,sinonimos,descripcion,atc_codigo
Inmunoglobulina Humana Anti-d,,,,
Inmunoglobulina Humana Antihepatitis B,Hepatitis B Immune Globulin,,,
Inmunoglobulina Humana Antirrabica,"Immunoglobulin A, Human",,,
Inmunoglobulina Humana Antitetanica,"Immunoglobulin A, Human",,,
Inmunoglobulina Humana Normal,Human Plasma Preparation,,,
Inmunoglobulina Humana Polivalente,"Immunoglobulin A, Human",,,
Inositol Hexafosfato,Inositol,,,
Inotuzumab Ozogamicina,Inotuzumab Ozogamicin,,,
Insulina Asparta,"Insulin Aspart, Human",,,
Insulina Asparta Protamina+,"Insulin Aspart, Human",,,
Insulina Degludec,Insulin Degludec,,,
Insulina Detemir,Insulin Detemir,,,
Insulina Efsitora Alfa,,,,
Insulina Glargina,Insulin Glargine,,,
Insulina Glulisina,"Insulin Glulisine, Human",,,
Insulina Humana,"Insulin, Regular, Human",,,
Insulina Humana Isofana,"Insulin, Regular, Human",,,
Insulina Humana Soluble,"Thrombin, Human",,,
Insulina Icodec,Insulin Icodec,,,
Insulina Isofana,"Insulin, Regular, Human",,,
Insulina Isofana Humana Prb,,,,
Insulina Lispro,Insulin Lispro,,,
Insulina Lispro (origen R-dna),Insulin Lispro,,,
Insulina Lispro Protamina,Insulin Lispro,,,
Insulina Soluble Neutra,,,,
Insulina Soluble Neutra Humana Prb,,,,
Interferon Alfa,,,,
Interferon Alfa- 2b,Interferon Alfa-2b,,,
Interferon Alfa-2a,Interferon Alfa-2a,,,
Interferon Beta-1a,Interferon Beta-1a,,,
Interferon Beta-1b,Interferon Beta-1b,,,
Interferon Gamma,Gamma-interferon,,,
Interferon Gamma Recombinante Origen Felino,Gamma-interferon,,,
Interferon Gamma-1b,Interferon Gamma-1b,,,
Iobenguano 123i,Iobenguane I-123,,,
Iobenguano 131i,Iobenguane I-131,,,
Iodixanol,Iodixanol,,,
Iodoclorohidroxiquina,Clioquinol,,,
Iodoclorohidroxiquinoleina,Clioquinol,,,
Iodoclorooxiquinoleina,Clioquinol,,,
Ioflupano 123i,Ioflupane I-123,,,
Iopamidol,Iopamidol,,,
Iopromida,Iopromide,,,
Ipilimumab,Ipilimumab,,,
Ipratropio,Ipratropium,,,
Ipratropio Bromuro,Ipratropium Bromide,,,
Iptacopan,Iptacopan,,,
Iptacopan Hidrocloruro Monohidrato,Iptacopan,,,
Irbesartan,Irbesartan,,,
Irinotecan,Irinotecan,,,
Irinotecan Hidrocloruro Trihidrato,Irinotecan,,,
Isatuximab,Isatuximab,,,
Isavuconazol,Isavuconazole,,,
Isavuconazol Sulfato,Isavuconazole,,,
Isoefedrina,,,,
Isoflurano,Isoflurane,,,
Isoleucina,Isoleucine,,,
Isoniazida,Isoniazid,,,
Isonicotinico Acido Hidrazida,,,,
Isonicotinilhidrazina,Isoniazid,,,
Isoprenalina,Isoproterenol,,,
Isoprenalina Hidrocloruro,Isoproterenol,,,
Isoprenalina Sulfato,Isoproterenol,,,
Isopropil Alcohol,Isopropyl Alcohol,,,
Isopropilantipirina,Propyphenazone,,,
Isopropilfenazona,Propyphenazone,,,
Isopropilico Alcohol,Isopropyl Alcohol,,,
Isosorbida,Isosorbide,,,
Isosorbida Dinitrato,Isosorbide Dinitrate,,,
Isosorbida Mononitrato,Isosorbide Mononitrate,,,
Isotretinoina,Isotretinoin,,,
Ispaghula,Ispaghula Extract,,,
Itoprida,,,,
Itoprida Hidrocloruro,,,,
Itraconazol,Itraconazole,,,
Ivabradina,Ivabradine,,,
Ivabradina Hidrocloruro,Ivabradine,,,
Ivabradina Oxalato,Ivabradine,,,
Ivacaftor,Ivacaftor,,,
Ivermectina,Ivermectin,,,
Ixazomib,Ixazomib,,,
Ixazomib Citrato,Ixazomib,,,
Ixekizumab,Ixekizumab,,,
Josamicina,Josamycin,,,
Josamicina Propionato,Josamycin,,,
Juglans Regia,Juglans Regia Whole Extract,,,
Juglans Regia Tintura Madre,Juglans Regia Whole Extract,,,
Ketamina,Ketamine,,,
Ketamina Hidrocloruro,Ketamine,,,
Ketazolam,Ketazolam,,,
Ketoconazol,Ketoconazole,,,
Ketoprofeno Lisinato,Ketoprofen,,,
Ketorolaco,Ketorolac,,,
Ketorolaco Trometamol,Tromethamine,,,
Ketotifeno Fumarato,Ketotifen,,,
Labetalol,Labetalol,,,
Labetalol Hidrocloruro,Labetalol,,,
Lacidipino,Lacidipine,,,
Lacosamida,Lacosamide,,,
Lactato Calcio,Calcium Lactate,,,
Lactato Hierro,Iron,,,
Lactato Magnesio,,,,
Lactato Sodio,Calcium Lactate,,,
Lactico Acido,Lactic Acid,,,
Lactitol,Lactitol,,,
Lactitol Monohidrato,Lactitol Monohydrate,,,
Lactobacillus Acidophilus,Lactobacillus Acidophilus,,,
Lactobacillus Antibiotico Resistentes,,,,
Lactobacillus Biphidus,Lactobacillus Bifidus,,,
Lactobacillus Bulgaricus,Lactobacillus Delbrueckii Subsp. Bulgaricus,,,
Lactobacillus Gasseri,Lactobacillus Gasseri,,,
Lactobacillus Lactis,,,,
Lactobacillus Plantarum,Lactiplantibacillus Plantarum,,,
Lactobacillus Plantarum P 17630,Lactiplantibacillus Plantarum,,,
Lactobacillus Rhamnosus,Lacticaseibacillus Rhamnosus,,,
Lactobacilos Acidofilos,,,,
Lactobionico Acido,Lactobionate,,,
Lactobiosa,Lactobionate,,,
Lactoflavina,Riboflavin,,,
Lactogluconato Calcio,Calcium,,,
Lactogluconico Acido,Iocetamic Acid,,,
Lactona Del Acido Pilocarpinico,Del-aqua,,,
Lactosa,Lactose,,,
Lactulosa,Lactulose,,,
"Lactulosa,liquida",Lactulose,,,
L-alanil-l-glutamina,Glutamine,,,
Lamivudina,Lamivudine,,,
Lamotrigina,Lamotrigine,,,
Lanadelumab,Lanadelumab,,,
Landiolol,Landiolol,,,
Landiolol Hidrocloruro,Landiolol,,,
Lanolina,Lanolin,,,
"Lanolina, Alcoholes De",Lanolin Alcohols,,,
Lanreotida,Lanreotide,,,
Lanreotida Acetato,Lanreotide,,,
Lansoprazol,Lansoprazole,,,
Lantano,Lantana Camara Leaf Extract,,,
Lantano Carbonato,Lantana Camara Leaf Extract,,,
Lapatinib,Lapatinib,,,
Lapatinib Ditosilato Monohidrato,Lapatinib Ditosylate,,,
L-arginina Hidrocloruro,Arginine,,,
Laronidasa,Laronidase,,,
Larotrectinib,Larotrectinib,,,
Larotrectinib Sulfato,Larotrectinib,,,
Las W-090,Linoleic Acid,,,
Lasmiditan,Lasmiditan,,,
Lasmiditan Succinato,,,,
L-asparaginasa Recombinante,,,,
Latanoprost,Latanoprost,,,
Latiazen,,,,
Laurel Cerezo,,,,
Laurel Cerezo Agua,Water,,,
Laurilsulfato,Sodium Dodecyl Sulfate,,,
Laurilsulfato Sodio,Ganciclovir Sodium,,,
Laurilsulfoacetato,,,,
Laurilsulfoacetato Sodio,Ganciclovir Sodium,,,
Lauromacrogol 400,Polidocanol,,,
Lavanda,Lavandula Angustifolia Whole Extract,,,
"Lavanda, Aceite Esencial De",Veneno De Abeja Aceite De Vibora,,,
Lavandula Angustifolia Mill.,Lavandula Angustifolia Whole Extract,,,
Lavandula Officinalis Chaix,,,,
Lavandula Spica  L.,English Lavender Oil,,,
Lazertinib,Lazertinib,,,
L-carnitina,Levocarnitine,,,
Lea29y,,,,
Lebrikizumab,Lebrikizumab,,,
Lecanemab,Lecanemab,,,
Ledipasvir,Ledipasvir,,,
Leflunomida,Leflunomide,,,
Lenacapavir,Lenacapavir,,,
Lenacapavir Sodio,Lenacapavir,,,
Lenalidomida,Lenalidomide,,,
Lenalidomida Hidrocloruro Hidrato,Lenalidomide,,,
Lenograstim,Lenograstim,,,
Lenvatinib,Lenvatinib,,,
Lenvatinib Besilato,Lenvatinib,,,
Lenvatinib Mesilato,Lenvatinib,,,
Leonorus Cardiaca L,Leonurus Cardiaca Extract,,,
Lepidium Latifolium L Sumidad Florida,Lepidium Meyenii Whole Extract,,,
Lepidium Latifolium L Sumidad Florida Polvo,Cestrum Latifolium Leaf Extract,,,
Lercanidipino,Lercanidipine,,,
Lercanidipino Hidrocloruro,Lercanidipine,,,
Lercanidipino Hidrocloruro Hemihidrato,Lercanidipine,,,
Lespedeza Capitata,,,,
Lespedeza Capitata Exto,,,,
Leucina,Leucine,,,
Leucomicina-a3,Josamycin,,,
Leuprolida,Leuprolide,,,
Leuprorelina,Leuprolide,,,
Leuprorelina Acetato,Leuprolide,,,
Leuprorelina Mesilato,Leuprolide,,,
Levarterenol,Norepinephrine Bitartrate,,,
Levetiracetam,Levetiracetam,,,
Levisticum Officinale Koch.,Levisticum Officinale,,,
Levobupivacaina,Levobupivacaine,,,
Levobupivacaina Hidrocloruro,Levobupivacaine,,,
Levocabastina,Levocabastine,,,
Levocabastina Hidrocloruro,Levocabastine,,,
Levocarnitina,Levocarnitine,,,
Levocetirizina,Levocetirizine,,,
Levocetirizina Dihidrocloruro,Levocetirizine,,,
Levodopa,Levodopa,,,
Levodropropizina,"Dipropizine, (s)-isomer",,,
Levofloxacino,Levofloxacin,,,
Levofloxacino Hemihidrato,Levofloxacin,,,
Levofolinico Acido,Levoleucovorin,,,
Levomepromazina,Methotrimeprazine,,,
Levomepromazina Hidrocloruro,Methotrimeprazine,,,
Levomepromazina Maleato,Methotrimeprazine,,,
Levometadona,Levomethadone,,,
Levometadona Hidrocloruro,Levomethadone,,,
Levopromazina,Methotrimeprazine,,,
Levosimendan,Levosimendan,,,
Levosulpirida,,,,
Levotiroxina,Levothyroxine,,,
Levotiroxina Sodica,Levothyroxine,,,
L-glutamina,Glutamine,,,
Lidocaina,Lidocaine,,,
Lidocaina Hidrocloruro,Lidocaine,,,
Lidocaina Hidrocloruro Monohidrato,Lidocaine,,,
Linaclotida,Linaclotide,,,
Linagliptina,Linagliptin,,,
Linaza,,,,
Lincomicina,Lincomycin,,,
Lincomicina Hidrocloruro,Lincomycin,,,
Lino Semilla,,,,
Linum Usitatissimum (semilla),Linum Usitatissimum Whole Extract,,,
Linvoseltamab,Linvoseltamab,,,
Linzagolix,Linzagolix,,,
Linzagolix Colina,Linzagolix,,,
Liotironina,Liothyronine,,,
Lipasa,Lipase,,,
Lipegfilgrastim,Lipegfilgrastim,,,
Lipoproteina Recombinante Fhbp De Neisseria Meningitidis Del Serogrupo B (rlp2086; Subfamilia A),,,,
Lipoproteina Recombinante Fhbp De Neisseria Meningitidis Del Serogrupo B (rlp2086; Subfamilia B),,,,
Lippia Triphilla,Lippia Sidoides Leaf Oil,,,
Liraglutida,Liraglutide,,,
Lisdexanfetamina,Lisdexamfetamine,,,
Lisdexanfetamina Dimesilato,Lisdexamfetamine Dimesylate,,,
Lisina,,,,
Lisina Acetato,Acetate,,,
Lisina Hidrocloruro,,,,
Lisina Monohidrato,,,,
Lisinopril Dihidrato,Lisinopril,,,
Lisocabtagen Maraleucel,Lisocabtagene Maraleucel,,,
Lisozima,,,,
Lisozima Hidrocloruro,,,,
Litio Carbonato,Calcium Carbonate,,,
Lixisenatida,Lixisenatide,,,
Llanten Menor,Vinca Minor Extract,,,
Lobelia Inflata,Lobelia Inflata Preparation,,,
Lobelia Inflata Tintura,Lobelia Inflata Preparation,,,
Lomitapida,Lomitapide,,,
Lomitapida Mesilato,Lomitapide,,,
Lomustina,Lomustine,,,
Loncastuximab Tesirina,Loncastuximab Tesirine,,,
Lonoctocog Alfa,Lonoctocog Alfa,,,
Loperamida,Loperamide,,,
Loperamida Hidrocloruro,Loperamide,,,
Lopinavir,Lopinavir,,,
Loprazolam,Triazulenone,,,
Loratadina,Loratadine,,,
Lorazepam,Lorazepam,,,
Lorazepam Pivalato,Lorazepam,,,
Lorlatinib,Lorlatinib,,,
Lormetazepam,Lormetazepam,,,
Lornoxicam,Lornoxicam,,,
Losartan,Losartan,,,
Losartan Potasico,Losartan,,,
Lovastatina,Lovastatin,,,
Loxapina,Loxapine,,,
L-sarcolisina,Hyoscyamine,,,
L-tetraiodotironina,Hyoscyamine,,,
L-triptofano,Hyoscyamine,,,
Lumacaftor,Lumacaftor,,,
Lumasiran,Lumasiran,,,
Lumasiran Sodio,Lumasiran,,,
Lumefantrina,Lumefantrine,,,
Lurasidona,Lurasidone,,,
Lurasidona Hidrocloruro,Lurasidone,,,
Lurbinectedina,Lurbinectedin,,,
Luspatercept,Luspatercept,,,
Lusutrombopag,Lusutrombopag,,,
Lutecio (177lu) Oxodotreotida,Lutetium Lu 177 Dotatate,,,
Lutecio (177lu) Psma-617,Lutetium Lu 177 Vipivotide Tetraxetan,,,
Lutecio (177lu) Vipivotida Tetraxetan,Lutetium Lu 177 Vipivotide Tetraxetan,,,
Lutropina Alfa,Lutropin Alfa,,,
Macimorelina,Macimorelin,,,
Macimorelina Acetato,Macimorelin Acetate,,,
Macitentan,Macitentan,,,
Macrogol 3350,Polyethylene Glycol 3350,,,
Macrogol 4000,Polyethylene Glycol 4000,,,
Magaldrato,Magaldrate,,,
Magnesio,Magnesium,,,
Magnesio Bromuro,Magnesium,,,
Magnesio Carbonato,Magnesium Carbonate,,,
"Magnesio Carbonato-aluminio Hidroxido,coprecipitado",Aluminum Hydroxide,,,
Magnesio Cloruro,Magnesium,,,
Magnesio Cloruro Hexahidrato,Magnesium,,,
Magnesio Fluoruro,Magnesium,,,
Magnesio Hidroxido,Magnesium Hydroxide,,,
Magnesio Ioduro,Magnesium,,,
Magnesio Orotato Dihidrato,Magnesium Orotate Dihydrate,,,
Magnesio Oxido,,,,
Magnesio Oxido Ligero,,,,
Magnesio Sulfato,,,,
Magnesio Sulfato Heptahidrato,,,,
Magnesio Trisilicato,Magnesium Trisilicate,,,
Maiz,Corn Allergenic Extract,,,
Maiz Exto Seco,Corn Allergenic Extract,,,
Malico Acido,Malic Acid,,,
Maltodextrina,Maltodextrin,,,
Maltol Ferrico,Ferric Maltol,,,
Malva Officinalis,,,,
Malvavisco,,,,
M-amsa,Amsacrine,,,
Manganeso,Manganese,,,
Manganeso Carbonato,Manganese Carbonate,,,
Manganeso Cloruro,Manganese,,,
Manganeso (cloruro De) Tetrahidrato,Methylene Blue,,,
Manganeso Sulfato Monohidrato,,,,
Manidipino,Manidipine,,,
Manidipino Dihidrocloruro,Manidipine,,,
Manidipino Hidrocloruro,Manidipine,,,
Manitol,Mannitol,,,
Manzana,Ethyl 2-methylpentanoate,,,
Manzana Exto Liquido,,,,
Manzanilla,Triprolidine Hydrochloride 0.938 Mg/ml Oral Solution,,,
Maprotilina,Maprotiline,,,
Maprotilina Hidrocloruro,Maprotiline,,,
Maralixibat,Maralixibat,,,
Maralixibat Cloruro De,Methylene Blue,,,
Maraviroc,Maraviroc,,,
Maribavir,Maribavir,,,
Marstacimab,Marstacimab,,,
Mateina,Caffeine,,,
Matricaria Chamomilla   L.rydb.,Matricaria Recutita Extract,,,
Matricaria Recutita L.rauschert,,,,
Mavacamten,Mavacamten,,,
Mebendazol,Mebendazole,,,
Mebeverina,Mebeverine,,,
Mebeverina Hidrocloruro,Mebeverine,,,
Mebrofenina,Mebrofenin,,,
Mecasermina,Mecasermin,,,
Meclicina,Meclizine,,,
Meclozina,Meclizine,,,
Meclozina Dihidrocloruro,Meclizine,,,
Medazepam,Medazepam,,,
Medigoxina,Medigoxin,,,
Medroxiprogesterona,Medroxyprogesterone,,,
Medroxiprogesterona Acetato,Medroxyprogesterone Acetate,,,
Mefenamico Acido,Mefenamic Acid,,,
Megestrol Acetato,Megestrol Acetate,,,
Meglumina,Meglumine,,,
Meglumina Antimoniato,Meglumine Antimoniate,,,
Melatonina,Melatonin,,,
Melfalan,Melphalan,,,
Melfalan Flufenamida,Melphalan Flufenamide,,,
Melfalan Flufenamida Hidrocloruro,Melphalan Flufenamide,,,
Melfalan Hidrocloruro,Melphalan,,,
Melissa Extracto Etanolico Seco 4%,Melissa Officinalis Extract,,,
Melissa Officinalis,Melissa Officinalis Extract,,,
Melissa Officinalis Extracto Seco,Melissa Officinalis Extract,,,
Melissa Officinalis Hojas,Melissa Officinalis Extract,,,
Melitraceno,Melitracen,,,
Melitraceno Hidrocloruro,Melitracen,,,
Meloxicam,Meloxicam,,,
Memantina,Memantine,,,
Memantina Hidrocloruro,Memantine,,,
Memantina_b,Vitamin B12,,,
Menotropina,,,,
Menta,Mentax,,,
Menta Piperita,Peppermint Oil,,,
"Menta Piperita, Aceite Esencial De",Veneno De Abeja Aceite De Vibora,,,
Menta Piperita Hoja,Peppermint Oil,,,
Mentha Pulegium,Mentha Pulegium Extract,,,
Meperidina,Meperidine,,,
Mepifilina,,,,
Mepiramina,Pyrilamine,,,
Mepiramina Acefilinato,Pyrilamine,,,
Mepivacaina,Mepivacaine,,,
Mepivacaina Hidrocloruro,Mepivacaine,,,
Mepolizumab,Mepolizumab,,,
Mepromazina,Acepromazine,,,
Meracovateina,,,,
Merbromina,Merbromin,,,
Mercaptamina,Cysteamine,,,
Mercaptamina Bitartrato,Cysteamine,,,
Mercaptamina Hidrocloruro,Cysteamine,,,
Mercaptobenzotiazol,2-mercaptobenzothiazole,,,
Mercaptobenzotiazol Morfolinil,2-mercaptobenzothiazole,,,
Mercaptopurina,Mercaptopurine,,,
Mercaptopurina Monohidrato,Mercaptopurine,,,
Mercromina,Merbromin,,,
Mercuriotiolato,Thimerosal,,,
Meropenem Anhidro,Meropenem,,,
Meropenem Trihidrato,Meropenem,,,
Mertiatida,,,,
Mertiolato Sodio,Ganciclovir Sodium,,,
Mesalazina,Mesalamine,,,
Mesna,Mesna,,,
Mesterolona,Mesterolone,,,
Metacolina,,,,
Metacolina Hidrocloruro,,,,
Metadona,Methadone,,,
Metadona Hidrocloruro,Methadone,,,
Metaminodiazepoxido,Chlordiazepoxide,,,
Metamizol,Dipyrone,,,
Metamizol Magnesico,Magnesium Oxide,,,
Metamizol Magnesico Hexahidrato,Magnesium Oxide,,,
Metamizol Sodico,Dipyrone,,,
Metamizol Sodico Monohidrato,Dipyrone,,,
Metano,,,,
Metaoxedrina,,,,
Metenolona,Methenolone,,,
Metenolona Enantato,Methenolone,,,
Metformina,Metformin,,,
Metformina Hidrocloruro,Metformin,,,
Metilandrostenolona,Methandrostenolone,,,
Metilcelulosa,Methylcellulose,,,
Metilcloroisotiazolinona,5-chloro-2-methyl-4-isothiazolin-3-one,,,
Metildibromo-glutaronitrilo,Methyldibromo Glutaronitrile,,,
Metildigoxina,Medigoxin,,,
Metildopa,Methyldopa,,,
Metilergobasina,Methylergonovine,,,
Metilergometrina,Methylergonovine,,,
Metilergometrina Maleato,Methylergonovine,,,
Metilergonovina,Methylergonovine,,,
Metilfenidato,Methylphenidate,,,
Metilfenidato Hidrocloruro,Methylphenidate,,,
Metilmorfina,,,,
Metilnaltrexona,Methylnaltrexone,,,
Metilnaltrexona Bromuro,Methylnaltrexone,,,
Metilparaben,Methylparaben,,,
Metilpolisiloxano,,,,
Metilprednisolona,Methylprednisolone,,,
Metilprednisolona Aceponato,Methylprednisolone Aceponate,,,
"Metilprednisolona, Hidrogenosuccinato De",Methylprednisolone Aceponate,,,
Metimazol,Methimazole,,,
Metionil G-csf Recombinante Humano,,,,
Metionina,Racemethionine,,,
Metirapona,Metyrapone,,,
Metocarbamol,Methocarbamol,,,
Metoclopramida,Metoclopramide,,,
Metoclopramida Hidrocloruro,Metoclopramide,,,
Metoclopramida Hidrocloruro Monohidrato,Metoclopramide,,,
Metoprolol Succinato,Metoprolol Succinate,,,
Metoprolol Tartrato,Metoprolol Tartrate,,,
Metotrexato,Methotrexate,,,
Metotrexato Disodio,Methotrexate,,,
Metotrexato Sodio,Methotrexate,,,
Metoxaleno,Methoxsalen,,,
Metoxiflurano,Methoxyflurane,,,
Metoxi-polietilenglicol-epoetina Beta,Epoetin Beta,,,
Metoxisaleno,Methoxsalen,,,
Metreleptina,Metreleptin,,,
Metronidazol,Metronidazole,,,
Metronidazol Benzoato,Metronidazole Benzoate,,,
Mexiletina,Mexiletine,,,
Mexiletina Hidrocloruro,Mexiletine,,,
Mianserina,Mianserin,,,
Mianserina Hidrocloruro,Mianserin,,,
Micafungina,Micafungin,,,
Micafungina Sodica,Micafungin,,,
Micafungina Sodica Dihidrato,Micafungin,,,
Micofenolato De Mofetilo,,,,
Micofenolato Sodio,Ganciclovir Sodium,,,
Micofenolico Acido,Mycophenolic Acid,,,
Miconazol,Miconazole,,,
Miconazol Nitrato,Miconazole Nitrate,,,
Midazolam,Midazolam,,,
Midazolam Hidrocloruro,Midazolam,,,
Midecamicina,Midecamycin,,,
Midodrina,Midodrine,,,
Midodrina Hidrocloruro,Midodrine,,,
Midostaurina,Midostaurin,,,
Mifamurtida,,,,
Mifepristona,Mifepristone,,,
Migalastat,Migalastat,,,
Migalastat Hidrocloruro,Migalastat,,,
Miglustat,Miglustat,,,
Milrinona,Milrinone,,,
Minociclina,Minocycline,,,
Minociclina Hidrocloruro,Minocycline,,,
Mio-inositol Hexakisdihidrogenofosfato,Inositol,,,
Mirabegron,Mirabegron,,,
Mirdametinib,Mirdametinib,,,
Mirikizumab,Mirikizumab,,,
Mirtazapina,Mirtazapine,,,
Mirtazapina Hemihidrato,Mirtazapine Hemihydrate,,,
Mirtecaina,Myrtecaine,,,
Mirtecaina Laurilsulfato,Myrtecaine,,,
Mirvetuximab Soravtansina,Mirvetuximab Soravtansine,,,
Mitapivat,Mitapivat,,,
Mitapivat Sulfato,Mitapivat,,,
Mitomicina,Mitomycin,,,
Mitotano,Mitotane,,,
Mitoxantrona,Mitoxantrone,,,
Mitoxantrona Hidrocloruro,Mitoxantrone,,,
Mizolastina,Mizolastine,,,
Moclobemida,Moclobemide,,,
Modafinilo,Modafinil,,,
Mogamulizumab,Mogamulizumab,,,
Molibdato (99mo) De Sodio,Sodium Ironedetate,,,
Molsidomina,Molsidomine,,,
Momelotinib Dihidrocloruro Monohidrato,Momelotinib,,,
Mometasona,Mometasone,,,
Mometasona Furoato,Mometasone,,,
Mometasona Furoato Monohidrato,Mometasone,,,
Monacolina K Lactona,Effer-k,,,
Monoxido De Carbono,Nitric Oxide,,,
Montelukast,Montelukast,,,
Montelukast Sodico,Montelukast,,,
Morfina,Morphine,,,
Morfina Hidrocloruro,Morphine,,,
Morfina Hidrocloruro Trihidrato,Morphine,,,
Morfina Sulfato,Morphine,,,
Morfina Sulfato Pentahidrato,Morphine,,,
Moroctocog Alfa,"Antihemophilic Factor, Human Recombinant Residues 743-1636 Deleted",,,
Mosunetuzumab,Mosunetuzumab,,,
Moxifloxacino,Moxifloxacin,,,
Moxifloxacino Hidrocloruro,Moxifloxacin,,,
Moxonidina,Moxonidine,,,
Mpdl3280a,,,,
Mupirocina,Mupirocin,,,
Mupirocina Calcica,Mupirocin,,,
Muramidasa,Muramidase,,,
Musgo De Encina,,,,
Myristica Fragans Fruto,Nutmeg Allergenic Extract,,,
Nabumetona,Nabumetone,,,
Nadifloxacino,,,,
Nadroparina,Nadroparin,,,
Nadroparina Calcica,Nadroparin,,,
Nafarelina,Nafarelin,,,
Nafarelina Acetato,Nafarelin Acetate,,,
Nafazolina,Naphazoline,,,
Nafazolina Hidrocloruro,Naphazoline,,,
Nafronil,Nafronyl,,,
Naftazolina,,,,
Naftidrofurilo,Nafronyl,,,
Naftidrofurilo Hidrogeno-oxalato,Nafronyl,,,
Naftionato T,,,,
Naftizina,Naftifine,,,
Naldemedina,Naldemedine,,,
Naldemedina Tosilato,Naldemedine Tosylate,,,
Nalmefeno,Nalmefene,,,
Naloxegol,Naloxegol,,,
Naloxegol Oxalato,Naloxegol,,,
Naloxona,Naloxone,,,
Naloxona Hidrocloruro,Naloxone,,,
Naloxona Hidrocloruro Dihidrato,Naloxone,,,
Naltrexona,Naltrexone,,,
Naltrexona Hidrocloruro,Naltrexone,,,
Napa,,,,
Naproxeno,Naproxen,,,
Naproxeno Sodico,Naproxen,,,
Naranja,,,,
Naranjo Flor,,,,
Naratriptan,Naratriptan,,,
Naratriptan Hidrocloruro,Naratriptan,,,
Narcotina,,,,
Natalizumab,Natalizumab,,,
Nateglinida,Nateglinide,,,
Navelbina,Navelbine,,,
Necitumumab,Necitumumab,,,
Nefopam,Nefopam,,,
Nefopam Hidrocloruro,Nefopam,,,
Nelarabina,Nelarabine,,,
Nemolizumab,Nemolizumab,,,
Neomicina,Neomycin,,,
Neomicina B,Vitamin B12,,,
Neomicina Sulfato,Neomycin,,,
Neooxedrina,,,,
Neostigmina,Neostigmine,,,
Neostigmina Metilsulfato,Neostigmine Methylsulfate,,,
Nepafenaco,Nepafenac,,,
Nerandomilast,Nerandomilast,,,
Neratinib,Neratinib,,,
Neratinib Maleato,Neratinib Maleate,,,
Netarsudil,Netarsudil,,,
Netarsudil Mesilato,Netarsudil,,,
Netilmicina,Netilmicin,,,
Netilmicina Sulfato,Netilmicin,,,
Netupitant,Netupitant,,,
Neumococo Antigeno Polisacarido Capsular,,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 1,Streptococcus Pneumoniae Type 1 Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 10a,Streptococcus Pneumoniae Type 10a Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 11a,Streptococcus Pneumoniae Type 11a Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 12f,Streptococcus Pneumoniae Type 12f Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 14,Streptococcus Pneumoniae Type 14 Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 15a,,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 15b,Streptococcus Pneumoniae Type 15b Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 16f,,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 17f,Streptococcus Pneumoniae Type 17f Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 18c,Streptococcus Pneumoniae Type 18c Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 19a,Streptococcus Pneumoniae Type 19a Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 19f,Streptococcus Pneumoniae Type 19f Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 2,Streptococcus Pneumoniae Type 2 Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 20,Streptococcus Pneumoniae Type 20 Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 20a,,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 22f,Streptococcus Pneumoniae Type 22f Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 23a,,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 23b,,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 23f,Streptococcus Pneumoniae Type 23f Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 24f,,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 3,Streptococcus Pneumoniae Type 3 Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 31,,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 33f,Streptococcus Pneumoniae Type 33f Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 35b,,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 4,Streptococcus Pneumoniae Type 4 Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 5,Streptococcus Pneumoniae Type 5 Capsular Polysaccharide Antigen,,,
